step,domain,sector,need,available,gap,satisfaction,priority,labor share,contribution time,stock or capacity,boundary penalty,truth error,democratic quality,activated flows
30,shelter,social infrastructure,8138151129.372115,94615588208.14958,0.0,1.0,0.457697,0.054371,1906472705.374802,94615588208.14958,1.0,0.042509,0.637815,192
30,health,care reproduction,1782676679.690835,62782661211.15482,0.0,1.0,0.471041,0.056929,1993056183.644756,62782661211.15482,1.0,0.042509,0.637815,192
30,care,care reproduction,1706390436.36867,63794730303.376595,0.0,1.0,0.449286,0.053845,1887020157.515456,63794730303.376595,1.0,0.042509,0.637815,192
30,education,knowledge reproduction,1551122342.620204,49945190066.564285,0.0,1.0,0.410912,0.048974,1717111534.403024,49945190066.564285,1.0,0.042509,0.637815,192
30,mobility,logistics circulation,1722226986.284652,32358042209.281494,0.0,1.0,0.383137,0.044864,1573453772.036193,32358042209.281494,1.0,0.042509,0.637815,192
30,manufacturing,material transformation,753985210.38275,32044846997.384266,0.0,1.0,0.439634,0.051681,1811823545.783379,32044846997.384266,1.0,0.042509,0.637815,96
30,storage,resilience capacity,1164645573.501399,55267126258.7058,0.0,1.0,0.434715,0.049652,1741087362.851837,55267126258.7058,1.0,0.042509,0.637815,96
30,governance,institutional coordination,598223190.535011,49383621711.484665,0.0,1.0,0.451184,0.051794,1816697548.248746,49383621711.484665,1.0,0.042509,0.637815,192
30,knowledge,knowledge reproduction,569853540.221002,68232795210.201416,0.0,1.0,0.443765,0.050999,1789375651.831043,68232795210.201416,1.0,0.042509,0.637815,192
30,resilience,risk protection,1013897967.666077,48726551649.79615,0.0,1.0,0.452503,0.052314,1834328047.841592,48726551649.79615,1.0,0.042509,0.637815,192
30,repair,circular industry,0.0,5120566654.452339,0.0,1.0,0.427017,0.051079,1790024499.687969,5120566654.452339,1.0,0.042509,0.637815,96
30,ecology,planetary regeneration,2008887210.799946,6933803701.419496,0.0,1.0,0.612605,0.072883,2541483339.214076,0.0,1.0,0.042509,0.637815,96
30,waste,material difference resolution,813815112.937212,621184468.516897,0.236701,0.763299,0.537486,0.062937,2202862877.383828,192630644.420315,1.0,0.042509,0.637815,96
31,water,primary reproduction,8139333992.545151,115555285.989794,0.985803,0.014197,0.877075,0.09934,3491151212.537552,115555285.989794,1.0,0.040751,0.637816,201
31,food,primary reproduction,8139333992.545151,87087109.183865,0.9893,0.0107,0.868065,0.102131,3590098361.702572,87087109.183865,1.0,0.040751,0.637816,205
31,energy,energy infrastructure,8139333992.545151,116902353.900288,0.985637,0.014363,0.836082,0.096072,3376561776.703351,116902353.900288,1.0,0.040751,0.637816,209
31,shelter,social infrastructure,8139333992.545151,97654551752.79094,0.0,1.0,0.458018,0.054386,1916394237.736784,97654551752.79094,1.0,0.040751,0.637816,192
31,health,care reproduction,1781828421.306316,65045215680.35738,0.0,1.0,0.471947,0.057004,2004521244.790375,65045215680.35738,1.0,0.040751,0.637816,192
31,care,care reproduction,1706636298.221008,66136940038.20977,0.0,1.0,0.449623,0.053862,1896915959.001984,66136940038.20977,1.0,0.040751,0.637816,192
31,education,knowledge reproduction,1546539748.818234,51782050670.05088,0.0,1.0,0.411251,0.048992,1726256409.471098,51782050670.05088,1.0,0.040751,0.637816,192
31,mobility,logistics circulation,1722476501.178119,33545977158.1345,0.0,1.0,0.383476,0.044884,1581961043.875324,33545977158.1345,1.0,0.040751,0.637816,192
31,manufacturing,material transformation,754757537.051395,33127951641.005814,0.0,1.0,0.43995,0.051696,1821306843.814485,33127951641.005814,1.0,0.040751,0.637816,96
31,storage,resilience capacity,1164253001.06025,57187313767.21791,0.0,1.0,0.435053,0.04967,1750330460.927671,57187313767.21791,1.0,0.040751,0.637816,96
31,governance,institutional coordination,597195235.186073,51149615794.89679,0.0,1.0,0.451523,0.051811,1826301693.461279,51149615794.89679,1.0,0.040751,0.637816,192
31,knowledge,knowledge reproduction,568392335.548876,70796887157.06844,0.0,1.0,0.444103,0.051016,1798864440.472736,70796887157.06844,1.0,0.040751,0.637816,192
31,resilience,risk protection,1011363738.432245,50510290222.87117,0.0,1.0,0.452842,0.052331,1844003717.557236,50510290222.87117,1.0,0.040751,0.637816,192
31,repair,circular industry,0.0,5241121020.474868,0.0,1.0,0.427353,0.051096,1799468989.297778,5241121020.474868,1.0,0.040751,0.637816,96
31,ecology,planetary regeneration,1993311605.528131,6967839927.019159,0.0,1.0,0.611814,0.072771,2549865130.72396,0.0,1.0,0.040751,0.637816,96
31,waste,material difference resolution,813933399.254516,621502592.198397,0.236421,0.763579,0.537715,0.062938,2213629287.932277,192430807.056119,1.0,0.040751,0.637816,96
32,water,primary reproduction,8140517817.814366,122339948.911054,0.984971,0.015029,0.877013,0.0993,3506239373.179785,122339948.911054,1.0,0.039143,0.637817,202
32,food,primary reproduction,8140517817.814366,97293280.191371,0.988048,0.011952,0.867935,0.102084,3605305001.726386,97293280.191371,1.0,0.039143,0.637817,204
32,energy,energy infrastructure,8140517817.814366,124351433.006657,0.984724,0.015276,0.835986,0.09603,3391011472.631564,124351433.006657,1.0,0.039143,0.637817,209
32,shelter,social infrastructure,8140517817.814366,100705322746.58669,0.0,1.0,0.458319,0.054401,1926324068.86439,100705322746.58669,1.0,0.039143,0.637817,192
32,health,care reproduction,1780855280.240265,67333717134.48385,0.0,1.0,0.472676,0.057063,2015655906.024113,67333717134.48385,1.0,0.039143,0.637817,192
32,care,care reproduction,1706882295.210091,68502665933.54945,0.0,1.0,0.449936,0.053878,1906794012.64024,68502665933.54945,1.0,0.039143,0.637817,192
32,education,knowledge reproduction,1541956700.50212,53637914816.93229,0.0,1.0,0.411565,0.04901,1735372838.767325,53637914816.93229,1.0,0.039143,0.637817,192
32,mobility,logistics circulation,1722726162.79579,34748092500.98831,0.0,1.0,0.38379,0.044904,1590433252.270358,34748092500.98831,1.0,0.039143,0.637817,192
32,manufacturing,material transformation,755368331.897759,34215859422.909134,0.0,1.0,0.440241,0.051711,1830771192.304682,34215859422.909134,1.0,0.039143,0.637817,96
32,storage,resilience capacity,1163826051.802602,59116823873.42285,0.0,1.0,0.435367,0.049688,1759547823.661755,59116823873.42285,1.0,0.039143,0.637817,96
32,governance,institutional coordination,596198565.893302,52927826671.12912,0.0,1.0,0.451837,0.051829,1835880884.000524,52927826671.12912,1.0,0.039143,0.637817,192
32,knowledge,knowledge reproduction,566930970.186165,73385932578.16454,0.0,1.0,0.444417,0.051034,1808327509.021579,73385932578.16454,1.0,0.039143,0.637817,192
32,resilience,risk protection,1008667941.478364,52309443852.77114,0.0,1.0,0.453156,0.052349,1853657543.361702,52309443852.77114,1.0,0.039143,0.637817,192
32,repair,circular industry,0.0,5363252540.409691,0.0,1.0,0.427664,0.051114,1808889320.441356,5363252540.409691,1.0,0.039143,0.637817,96
32,ecology,planetary regeneration,1978120630.659641,7000933559.351121,0.0,1.0,0.611038,0.072665,2558412398.620286,0.0,1.0,0.039143,0.637817,96
32,waste,material difference resolution,814051781.781437,621855257.538273,0.236099,0.763901,0.537927,0.062941,2224431094.521707,192196524.243163,1.0,0.039143,0.637817,96
33,water,primary reproduction,8141702624.984141,129017738.765327,0.984153,0.015847,0.876932,0.099263,3521501093.620953,129017738.765327,1.0,0.037632,0.637818,202
33,food,primary reproduction,8141702624.984141,110004710.820319,0.986489,0.013511,0.867718,0.10203,3620361494.843784,110004710.820319,1.0,0.037632,0.637818,206
33,energy,energy infrastructure,8141702624.984141,132103877.087583,0.983774,0.016226,0.835884,0.095991,3405685888.662106,132103877.087583,1.0,0.037632,0.637818,209
33,shelter,social infrastructure,8141702624.984141,103768041081.09416,0.0,1.0,0.458614,0.054418,1936389825.334551,103768041081.09416,1.0,0.037632,0.637818,192
33,health,care reproduction,1779786516.153058,69648673727.37245,0.0,1.0,0.473307,0.057113,2026722108.277356,69648673727.37245,1.0,0.037632,0.637818,192
33,care,care reproduction,1707128430.275405,70892264861.5491,0.0,1.0,0.450235,0.053896,1916772789.049663,70892264861.5491,1.0,0.037632,0.637818,192
33,education,knowledge reproduction,1537372327.57078,55512930026.953735,0.0,1.0,0.411865,0.049029,1744574706.384826,55512930026.953735,1.0,0.037632,0.637818,192
33,mobility,logistics circulation,1722975977.361682,35964555902.9761,0.0,1.0,0.384091,0.044924,1598982491.569222,35964555902.9761,1.0,0.037632,0.637818,192
33,manufacturing,material transformation,755819549.231153,35309170711.3782,0.0,1.0,0.440525,0.051727,1840354069.683269,35309170711.3782,1.0,0.037632,0.637818,96
33,storage,resilience capacity,1163333201.123482,61055804436.57135,0.0,1.0,0.435667,0.049707,1768856930.794687,61055804436.57135,1.0,0.037632,0.637818,96
33,governance,institutional coordination,595256095.031386,54718391863.461975,0.0,1.0,0.452138,0.051847,1845555190.137145,54718391863.461975,1.0,0.037632,0.637818,192
33,knowledge,knowledge reproduction,565469181.718768,76000248740.28003,0.0,1.0,0.444718,0.051052,1817885345.362008,76000248740.28003,1.0,0.037632,0.637818,192
33,resilience,risk protection,1005744484.721001,54124360161.14286,0.0,1.0,0.453457,0.052367,1863408674.583638,54124360161.14286,1.0,0.037632,0.637818,192
33,repair,circular industry,0.0,5486975363.011689,0.0,1.0,0.427961,0.051132,1818403308.453152,5486975363.011689,1.0,0.037632,0.637818,96
33,ecology,planetary regeneration,1963433822.420293,7032860059.199838,0.0,1.0,0.610274,0.072562,2567187698.688945,0.0,1.0,0.037632,0.637818,96
33,waste,material difference resolution,814170262.498414,622197739.565292,0.235789,0.764211,0.538108,0.062943,2235270091.14833,191972522.933122,1.0,0.037632,0.637818,96
34,water,primary reproduction,8142888916.747883,137344343.252507,0.983133,0.016867,0.876854,0.099228,3536712993.707822,137344343.252507,1.0,0.036143,0.637819,201
34,food,primary reproduction,8142888916.747883,122145389.656296,0.985,0.015,0.867388,0.101967,3634821337.684854,122145389.656296,1.0,0.036143,0.637819,208
34,energy,energy infrastructure,8142888916.747883,142499450.376218,0.9825,0.0175,0.835764,0.095953,3420218430.890165,142499450.376218,1.0,0.036143,0.637819,210
34,shelter,social infrastructure,8142888916.747883,106845415751.41846,0.0,1.0,0.458907,0.054436,1946412382.108532,106845415751.41846,1.0,0.036143,0.637819,192
34,health,care reproduction,1778561121.505515,71990249031.0216,0.0,1.0,0.473879,0.057159,2037611908.347108,71990249031.0216,1.0,0.036143,0.637819,192
34,care,care reproduction,1707374796.8958,73305751742.87183,0.0,1.0,0.450524,0.053913,1926679035.096075,73305751742.87183,1.0,0.036143,0.637819,192
34,education,knowledge reproduction,1532792057.53698,57406991037.3788,0.0,1.0,0.412155,0.049048,1753706876.106597,57406991037.3788,1.0,0.036143,0.637819,192
34,mobility,logistics circulation,1723226046.114147,37195317656.3571,0.0,1.0,0.384381,0.044944,1607469373.616065,37195317656.3571,1.0,0.036143,0.637819,192
34,manufacturing,material transformation,756295691.854825,36407880349.66101,0.0,1.0,0.440803,0.051744,1849889153.365532,36407880349.66101,1.0,0.036143,0.637819,96
34,storage,resilience capacity,1162749601.753616,63004220953.923775,0.0,1.0,0.435956,0.049725,1778099762.957181,63004220953.923775,1.0,0.036143,0.637819,96
34,governance,institutional coordination,594344983.876114,56521263792.236206,0.0,1.0,0.452428,0.051865,1855162546.323284,56521263792.236206,1.0,0.036143,0.637819,192
34,knowledge,knowledge reproduction,564008625.472245,78639914230.19383,0.0,1.0,0.445007,0.051071,1827374178.655541,78639914230.19383,1.0,0.036143,0.637819,192
34,resilience,risk protection,1002805266.745725,55955028942.15516,0.0,1.0,0.453748,0.052385,1873091478.751823,55955028942.15516,1.0,0.036143,0.637819,192
34,repair,circular industry,0.0,5611967164.72028,0.0,1.0,0.428249,0.05115,1827849026.747714,5611967164.72028,1.0,0.036143,0.637819,96
34,ecology,planetary regeneration,1948990222.473836,7064264426.967256,0.0,1.0,0.609534,0.072465,2575978286.267326,0.0,1.0,0.036143,0.637819,96
34,waste,material difference resolution,814288891.674788,622557282.821478,0.235459,0.764541,0.538283,0.062947,2246047920.855664,191731608.85331,1.0,0.036143,0.637819,96
35,water,primary reproduction,8144078557.838005,154856726.173283,0.980985,0.019015,0.87672,0.099188,3551801809.931066,154856726.173283,1.0,0.03466,0.637821,203
35,food,primary reproduction,8144078557.838005,134405721.961279,0.983497,0.016503,0.867087,0.101906,3649476111.082598,134405721.961279,1.0,0.03466,0.637821,210
35,energy,energy infrastructure,8144078557.838005,151732614.371858,0.981369,0.018631,0.83555,0.095904,3434435022.906569,151732614.371858,1.0,0.03466,0.637821,212
35,shelter,social infrastructure,8144078557.838005,109937867353.20616,0.0,1.0,0.459208,0.054455,1956580172.174533,109937867353.20616,1.0,0.03466,0.637821,192
35,health,care reproduction,1777176831.060362,74359313362.78317,0.0,1.0,0.474434,0.057204,2048591371.096342,74359313362.78317,1.0,0.03466,0.637821,192
35,care,care reproduction,1707621786.981125,75743572226.67105,0.0,1.0,0.450822,0.053932,1936728775.79133,75743572226.67105,1.0,0.03466,0.637821,192
35,education,knowledge reproduction,1528213325.476642,59320376611.15776,0.0,1.0,0.412453,0.049068,1762974805.17937,59320376611.15776,1.0,0.03466,0.637821,192
35,mobility,logistics circulation,1723476752.811241,38440625196.62515,0.0,1.0,0.384681,0.044966,1616087046.027117,38440625196.62515,1.0,0.03466,0.637821,192
35,manufacturing,material transformation,756760971.722699,37512100847.22431,0.0,1.0,0.441089,0.051762,1859561519.825519,37512100847.22431,1.0,0.03466,0.637821,96
35,storage,resilience capacity,1161967433.022961,64962284867.59225,0.0,1.0,0.436255,0.049745,1787481533.228101,64962284867.59225,1.0,0.03466,0.637821,96
35,governance,institutional coordination,593482068.91493,58336666719.50029,0.0,1.0,0.452728,0.051885,1864910726.207809,58336666719.50029,1.0,0.03466,0.637821,192
35,knowledge,knowledge reproduction,562548542.351765,81305319455.1817,0.0,1.0,0.445307,0.051091,1837003436.50428,81305319455.1817,1.0,0.03466,0.637821,192
35,resilience,risk protection,999411981.019223,57802002737.80654,0.0,1.0,0.454047,0.052404,1882914424.712078,57802002737.80654,1.0,0.03466,0.637821,192
35,repair,circular industry,0.0,5738249886.023275,0.0,1.0,0.428545,0.051169,1837433826.786003,5738249886.023275,1.0,0.03466,0.637821,96
35,ecology,planetary regeneration,1934868708.476754,7095244194.439732,0.0,1.0,0.60882,0.07237,2584988339.98568,0.0,1.0,0.03466,0.637821,96
35,waste,material difference resolution,814407855.783801,623030060.492781,0.23499,0.76501,0.538459,0.06295,2256936360.900377,191377795.29102,1.0,0.03466,0.637821,96
36,water,primary reproduction,8145271463.782396,167314020.313045,0.979459,0.020541,0.876179,0.09911,3565094950.060627,167314020.313045,1.0,0.033248,0.637822,205
36,food,primary reproduction,8145271463.782396,145416953.79517,0.982147,0.017853,0.866759,0.101849,3664098798.681892,145416953.79517,1.0,0.033248,0.637822,212
36,energy,energy infrastructure,8145271463.782396,161740197.91288,0.980143,0.019857,0.835373,0.095866,3449022555.437236,161740197.91288,1.0,0.033248,0.637822,212
36,shelter,social infrastructure,8145271463.782396,113045516393.43637,0.0,1.0,0.459493,0.054476,1966797892.135067,113045516393.43637,1.0,0.033248,0.637822,192
36,health,care reproduction,1775800908.415512,76756516339.39836,0.0,1.0,0.47496,0.057249,2059596967.777046,76756516339.39836,1.0,0.033248,0.637822,192
36,care,care reproduction,1707869394.97446,78205972521.23285,0.0,1.0,0.451104,0.053953,1946835882.812197,78205972521.23285,1.0,0.033248,0.637822,192
36,education,knowledge reproduction,1523635451.917723,61253248889.59237,0.0,1.0,0.412736,0.04909,1772285627.700226,61253248889.59237,1.0,0.033248,0.637822,192
36,mobility,logistics circulation,1723728091.914715,39700551832.08161,0.0,1.0,0.384965,0.044988,1624741800.599959,39700551832.08161,1.0,0.033248,0.637822,192
36,manufacturing,material transformation,757214822.888402,38621873899.74097,0.0,1.0,0.441361,0.051783,1869284226.750182,38621873899.74097,1.0,0.033248,0.637822,96
36,storage,resilience capacity,1161320906.579705,66930081499.50875,0.0,1.0,0.436539,0.049767,1796910791.446047,66930081499.50875,1.0,0.033248,0.637822,96
36,governance,institutional coordination,592639427.437264,60164719161.4037,0.0,1.0,0.453012,0.051907,1874713052.211463,60164719161.4037,1.0,0.033248,0.637822,192
36,knowledge,knowledge reproduction,561088715.342328,83996639138.39294,0.0,1.0,0.44559,0.051112,1846684657.295601,83996639138.39294,1.0,0.033248,0.637822,192
36,resilience,risk protection,996495103.066706,59665079561.75239,0.0,1.0,0.454331,0.052426,1892793129.021471,59665079561.75239,1.0,0.033248,0.637822,192
36,repair,circular industry,0.0,5865758962.978338,0.0,1.0,0.428826,0.051191,1847067312.920125,5865758962.978338,1.0,0.033248,0.637822,96
36,ecology,planetary regeneration,1921269881.840818,7125211967.871908,0.0,1.0,0.608112,0.072282,2594157182.289914,0.0,1.0,0.033248,0.637822,96
36,waste,material difference resolution,814527146.37824,623495335.057078,0.234531,0.765469,0.538564,0.06295,2267664148.553751,191031811.321162,1.0,0.033248,0.637822,96
37,water,primary reproduction,8146468170.151311,181850982.687896,0.977677,0.022323,0.875857,0.09905,3578808511.224444,181850982.687896,1.0,0.032017,0.637823,207
37,food,primary reproduction,8146468170.151311,156466160.713852,0.980793,0.019207,0.866759,0.101824,3679994421.807672,156466160.713852,1.0,0.032017,0.637823,213
37,energy,energy infrastructure,8146468170.151311,172058285.270247,0.978879,0.021121,0.835165,0.09582,3462928644.037013,172058285.270247,1.0,0.032017,0.637823,215
37,shelter,social infrastructure,8146468170.151311,116167883374.07138,0.0,1.0,0.459777,0.054494,1976715070.847909,116167883374.07138,1.0,0.032017,0.637823,192
37,health,care reproduction,1774309649.332328,79181083513.46074,0.0,1.0,0.47548,0.05729,2070265726.653692,79181083513.46074,1.0,0.032017,0.637823,192
37,care,care reproduction,1708117747.871855,80692527708.11447,0.0,1.0,0.451387,0.053971,1956651411.445623,80692527708.11447,1.0,0.032017,0.637823,192
37,education,knowledge reproduction,1519059058.845428,63205179399.24962,0.0,1.0,0.413019,0.049109,1781325601.904088,63205179399.24962,1.0,0.032017,0.637823,192
37,mobility,logistics circulation,1723980189.254108,40974758852.286736,0.0,1.0,0.385249,0.045008,1633154941.81407,40974758852.286736,1.0,0.032017,0.637823,192
37,manufacturing,material transformation,757656658.588693,39737011209.53016,0.0,1.0,0.441633,0.0518,1878728026.037393,39737011209.53016,1.0,0.032017,0.637823,96
37,storage,resilience capacity,1160615572.689807,68907266411.70029,0.0,1.0,0.436822,0.049786,1806067475.307957,68907266411.70029,1.0,0.032017,0.637823,96
37,governance,institutional coordination,591853052.508722,62005097695.2029,0.0,1.0,0.453297,0.051925,1884235334.358697,62005097695.2029,1.0,0.032017,0.637823,192
37,knowledge,knowledge reproduction,559629345.578028,86713441438.14804,0.0,1.0,0.445875,0.051131,1856081827.866621,86713441438.14804,1.0,0.032017,0.637823,192
37,resilience,risk protection,993500313.107448,61543952309.53662,0.0,1.0,0.454615,0.052444,1902387738.67537,61543952309.53662,1.0,0.032017,0.637823,192
37,repair,circular industry,0.0,5994514916.774973,0.0,1.0,0.429107,0.051209,1856420307.835772,5994514916.774973,1.0,0.032017,0.637823,96
37,ecology,planetary regeneration,1908155804.210722,7154484494.711534,0.0,1.0,0.60744,0.072193,2603073150.173641,0.0,1.0,0.032017,0.637823,96
37,waste,material difference resolution,814646817.015131,623985445.655717,0.234042,0.765958,0.538672,0.062947,2278070513.253526,190661371.359414,1.0,0.032017,0.637823,96
38,water,primary reproduction,8147669784.72592,195708754.86836,0.97598,0.02402,0.875425,0.09898,3592061464.288083,195708754.86836,1.0,0.031075,0.637825,208
38,food,primary reproduction,8147669784.72592,168576346.463224,0.97931,0.02069,0.866806,0.101805,3696205829.796234,168576346.463224,1.0,0.031075,0.637825,212
38,energy,energy infrastructure,8147669784.72592,180245126.210409,0.977878,0.022122,0.834917,0.095771,3476644459.481287,180245126.210409,1.0,0.031075,0.637825,218
38,shelter,social infrastructure,8147669784.72592,119304873621.38559,0.0,1.0,0.460028,0.054509,1986532434.750746,119304873621.38559,1.0,0.031075,0.637825,192
38,health,care reproduction,1772669746.037521,81633275221.91844,0.0,1.0,0.475964,0.057328,2080821432.587487,81633275221.91844,1.0,0.031075,0.637825,192
38,care,care reproduction,1708367078.1878,83203189085.97963,0.0,1.0,0.451636,0.053986,1966365659.500332,83203189085.97963,1.0,0.031075,0.637825,192
38,education,knowledge reproduction,1514490658.766484,65176018137.95623,0.0,1.0,0.413269,0.049125,1790266009.014051,65176018137.95623,1.0,0.031075,0.637825,192
38,mobility,logistics circulation,1724233243.966439,42264085158.01916,0.0,1.0,0.385895,0.045066,1642207935.844536,42264085158.01916,1.0,0.031075,0.637825,192
38,manufacturing,material transformation,758086487.178015,40857469060.35173,0.0,1.0,0.441872,0.051814,1888071352.347388,40857469060.35173,1.0,0.031075,0.637825,96
38,storage,resilience capacity,1159953710.105061,70893744461.16946,0.0,1.0,0.437072,0.049802,1815124393.499187,70893744461.16946,1.0,0.031075,0.637825,96
38,governance,institutional coordination,591101930.250608,63857668671.07599,0.0,1.0,0.453548,0.05194,1893657694.494371,63857668671.07599,1.0,0.031075,0.637825,192
38,knowledge,knowledge reproduction,558172425.598229,89455685295.21638,0.0,1.0,0.446125,0.051147,1865379068.225379,89455685295.21638,1.0,0.031075,0.637825,192
38,resilience,risk protection,990179840.185001,63438705432.7459,0.0,1.0,0.454865,0.052459,1911879065.346538,63438705432.7459,1.0,0.031075,0.637825,192
38,repair,circular industry,0.0,6124530719.501968,0.0,1.0,0.429355,0.051224,1865670844.773493,6124530719.501968,1.0,0.031075,0.637825,96
38,ecology,planetary regeneration,1895674334.567493,7182446318.14561,0.0,1.0,0.606766,0.072104,2611988771.724667,0.0,1.0,0.031075,0.637825,96
38,waste,material difference resolution,814766978.472591,624525772.488022,0.233492,0.766508,0.538734,0.06294,2288333410.534676,190241205.98457,1.0,0.031075,0.637825,96
39,water,primary reproduction,8148874895.123448,208536521.233089,0.974409,0.025591,0.875018,0.098915,3606071684.761885,208536521.233089,1.0,0.030257,0.637827,206
39,food,primary reproduction,8148874895.123448,182831484.862327,0.977564,0.022436,0.866828,0.101786,3712718667.410475,182831484.862327,1.0,0.030257,0.637827,214
39,energy,energy infrastructure,8148874895.123448,188883604.691793,0.976821,0.023179,0.834745,0.095732,3491135230.204867,188883604.691793,1.0,0.030257,0.637827,219
39,shelter,social infrastructure,8148874895.123448,122456837847.75807,0.0,1.0,0.460263,0.054523,1996512919.76532,122456837847.75807,1.0,0.030257,0.637827,192
39,health,care reproduction,1770965777.050211,84113952924.09853,0.0,1.0,0.476444,0.057366,2091557047.33381,84113952924.09853,1.0,0.030257,0.637827,192
39,care,care reproduction,1708617067.72683,85738432717.07668,0.0,1.0,0.45187,0.054,1976239178.349497,85738432717.07668,1.0,0.030257,0.637827,192
39,education,knowledge reproduction,1509959953.716156,67166017894.05862,0.0,1.0,0.413503,0.04914,1799342498.786565,67166017894.05862,1.0,0.030257,0.637827,192
39,mobility,logistics circulation,1724487006.759849,43568566177.94412,0.0,1.0,0.386471,0.045118,1651267147.277522,43568566177.94412,1.0,0.030257,0.637827,192
39,manufacturing,material transformation,758503707.437768,41983366491.13478,0.0,1.0,0.442095,0.051827,1897566557.166585,41983366491.13478,1.0,0.030257,0.637827,96
39,storage,resilience capacity,1159254056.634089,72889715435.32034,0.0,1.0,0.437307,0.049817,1824321802.014345,72889715435.32034,1.0,0.030257,0.637827,96
39,governance,institutional coordination,590381515.822776,65722607672.06122,0.0,1.0,0.453783,0.051955,1903230093.625508,65722607672.06122,1.0,0.030257,0.637827,192
39,knowledge,knowledge reproduction,556726945.944559,92223730966.97626,0.0,1.0,0.44636,0.051161,1874822591.361607,92223730966.97626,1.0,0.030257,0.637827,192
39,resilience,risk protection,986898553.78113,65349516780.754036,0.0,1.0,0.4551,0.052474,1921521069.653069,65349516780.754036,1.0,0.030257,0.637827,192
39,repair,circular industry,0.0,6255774907.415135,0.0,1.0,0.429586,0.051238,1875064644.56203,6255774907.415135,1.0,0.030257,0.637827,96
39,ecology,planetary regeneration,1883777202.344271,7209318409.484101,0.0,1.0,0.606118,0.07202,2621289753.165949,0.0,1.0,0.030257,0.637827,96
39,waste,material difference resolution,814887489.512345,624906549.393834,0.233138,0.766862,0.538752,0.062929,2298689205.13965,189980940.118511,1.0,0.030257,0.637827,96
40,water,primary reproduction,8150083755.624772,231960176.348592,0.971539,0.028461,0.874624,0.098851,3620120679.501877,231960176.348592,1.0,0.02945,0.637828,210
40,food,primary reproduction,8150083755.624772,198566009.76836,0.975636,0.024364,0.866803,0.101761,3729050523.540311,198566009.76836,1.0,0.02945,0.637828,217
40,energy,energy infrastructure,8150083755.624772,197061521.968389,0.975821,0.024179,0.83457,0.095692,3505651133.460358,197061521.968389,1.0,0.02945,0.637828,220
40,shelter,social infrastructure,8150083755.624772,125623971858.5539,0.0,1.0,0.460508,0.054537,2006569480.445736,125623971858.5539,1.0,0.02945,0.637828,192
40,health,care reproduction,1769128311.251391,86624139135.54002,0.0,1.0,0.476941,0.057405,2102375618.066501,86624139135.54002,1.0,0.02945,0.637828,192
40,care,care reproduction,1708867743.815126,88298623713.7116,0.0,1.0,0.452113,0.054014,1986189575.404563,88298623713.7116,1.0,0.02945,0.637828,192
40,education,knowledge reproduction,1505526918.45146,69175337485.3041,0.0,1.0,0.413746,0.049156,1808490226.673923,69175337485.3041,1.0,0.02945,0.637828,192
40,mobility,logistics circulation,1724741531.442529,44887831264.36631,0.0,1.0,0.386895,0.045153,1660086732.932373,44887831264.36631,1.0,0.02945,0.637828,192
40,manufacturing,material transformation,758909380.561151,43114779510.51768,0.0,1.0,0.442329,0.051841,1907136999.098697,43114779510.51768,1.0,0.02945,0.637828,96
40,storage,resilience capacity,1158271027.94566,74895304458.69557,0.0,1.0,0.437551,0.049832,1833592102.863864,74895304458.69557,1.0,0.02945,0.637828,96
40,governance,institutional coordination,589697792.631893,67600016991.18487,0.0,1.0,0.454028,0.05197,1912876099.968184,67600016991.18487,1.0,0.02945,0.637828,192
40,knowledge,knowledge reproduction,555311115.5829,95017767310.57072,0.0,1.0,0.446604,0.051177,1884342749.152379,95017767310.57072,1.0,0.02945,0.637828,192
40,resilience,risk protection,983315258.342088,67276752894.17555,0.0,1.0,0.455344,0.052489,1931237511.224426,67276752894.17555,1.0,0.02945,0.637828,192
40,repair,circular industry,0.0,6388378007.110586,0.0,1.0,0.429827,0.051253,1884529268.812022,6388378007.110586,1.0,0.02945,0.637828,96
40,ecology,planetary regeneration,1872257672.517615,7235408914.868937,0.0,1.0,0.60552,0.07194,2630783401.397759,0.0,1.0,0.02945,0.637828,96
40,waste,material difference resolution,815008375.562477,625267199.487436,0.232809,0.767191,0.538858,0.062927,2309446139.851085,189741176.075042,1.0,0.02945,0.637828,96
41,water,primary reproduction,8151296872.421539,253532307.199798,0.968897,0.031103,0.873772,0.098735,3631815575.448283,253532307.199798,1.0,0.028654,0.63783,210
41,food,primary reproduction,8151296872.421539,215906971.78612,0.973513,0.026487,0.866747,0.101732,3745463846.015191,215906971.78612,1.0,0.028654,0.63783,218
41,energy,energy infrastructure,8151296872.421539,205601032.197413,0.974777,0.025223,0.834411,0.095652,3520459856.17722,205601032.197413,1.0,0.028654,0.63783,221
41,shelter,social infrastructure,8151296872.421539,128806591169.99805,0.0,1.0,0.460746,0.054551,2016742683.043862,128806591169.99805,1.0,0.028654,0.63783,192
41,health,care reproduction,1767241053.770519,89166722200.53017,0.0,1.0,0.478109,0.057518,2114875448.758764,89166722200.53017,1.0,0.028654,0.63783,192
41,care,care reproduction,1709119239.426371,90884250487.46704,0.0,1.0,0.452349,0.054028,1996254666.080131,90884250487.46704,1.0,0.028654,0.63783,192
41,education,knowledge reproduction,1501093193.434947,71204206198.11261,0.0,1.0,0.413983,0.049171,1817739786.593926,71204206198.11261,1.0,0.028654,0.63783,192
