step,region,commune,domain,priority,explanation,causality,time,intensity,existence,potencies,effects,substance,matter,difference,determination,phenomena,angle direction
120,Aqua North Basin,AquaNortCommune883,energy,0.824691,need gap=0.950 potencies=0.572 trust=1.000 boundary penalty=0.991,3.12,2.962465,3.282806,3.594806,2.287961,3.2,3.144075,3.505362,3.798294,3.437748,4.0,3.208
120,Forest Equator Belt,ForestEqCommune659,energy,0.824575,need gap=0.927 potencies=0.856 trust=1.000 boundary penalty=0.991,3.12,2.921016,3.244966,3.53033,3.423618,3.2,3.094862,2.598251,3.706186,3.476971,4.0,3.208
120,Delta Commons,DeltaComCommune010,energy,0.824336,need gap=0.906 potencies=0.817 trust=1.000 boundary penalty=0.991,3.12,2.884063,3.160848,3.472848,3.26846,3.2,3.268523,2.972355,3.624068,3.522264,4.0,3.208
120,Mountain Water Towers,MountainCommune817,energy,0.824089,need gap=0.886 potencies=0.749 trust=1.000 boundary penalty=0.991,3.12,2.848703,3.105843,3.417843,2.995816,3.2,3.104548,3.774556,3.54549,3.550667,4.0,3.208
120,Steppe Grain Commons,SteppeGrCommune504,water,0.823445,need gap=0.783 potencies=0.639 trust=1.000 boundary penalty=0.991,3.52,3.014964,3.02917,3.392917,2.554658,3.88,4.0,3.062733,3.132738,3.032414,3.905174,3.242258
120,Forest Equator Belt,ForestEqCommune469,energy,0.822905,need gap=0.965 potencies=0.676 trust=1.000 boundary penalty=0.991,3.12,2.990841,3.326948,3.638948,2.704361,3.2,3.099033,2.344115,3.861354,3.713547,4.0,3.208
120,Aqua North Basin,AquaNortCommune454,energy,0.822636,need gap=0.906 potencies=0.676 trust=1.000 boundary penalty=0.991,3.12,2.884043,3.160818,3.472818,2.702611,3.2,3.268553,3.520106,3.624025,3.513756,4.0,3.208
120,Aqua North Basin,AquaNortCommune641,energy,0.822295,need gap=0.938 potencies=0.591 trust=1.000 boundary penalty=0.991,3.12,2.941201,3.255717,3.56173,2.364059,3.2,3.177827,3.519174,3.751043,3.374173,4.0,3.208
120,Delta Commons,DeltaComCommune653,energy,0.821629,need gap=0.891 potencies=0.870 trust=1.000 boundary penalty=0.991,3.12,2.856876,3.118557,3.430557,3.479153,3.2,3.311676,3.061108,3.563653,3.296779,4.0,3.208
120,Forest Equator Belt,ForestEqCommune139,energy,0.820423,need gap=0.933 potencies=0.811 trust=1.000 boundary penalty=0.991,3.12,2.933206,3.247677,3.549293,3.243279,3.2,2.900934,2.710739,3.733276,3.407361,4.0,3.208
120,Highland Care Ring,HighlandCommune541,energy,0.820154,need gap=0.939 potencies=0.787 trust=1.000 boundary penalty=0.991,3.12,2.943049,3.370555,3.564604,3.146629,3.2,2.865142,2.507343,3.755148,3.445551,4.0,3.208
120,Aqua North Basin,AquaNortCommune313,energy,0.819112,need gap=0.891 potencies=0.742 trust=1.000 boundary penalty=0.991,3.12,2.856192,3.117493,3.429493,2.967598,3.2,3.312763,3.475664,3.562132,3.31005,4.0,3.208
120,Temperate Ring,TemperateCommune536,energy,0.817784,need gap=0.936 potencies=0.740 trust=1.000 boundary penalty=0.991,3.12,2.937799,3.364269,3.556438,2.961048,3.2,3.142986,2.418881,3.743482,3.378587,4.0,3.208
120,Forest Equator Belt,ForestEqCommune973,energy,0.817764,need gap=0.929 potencies=0.807 trust=1.000 boundary penalty=0.991,3.12,2.926296,3.239288,3.538543,3.229013,3.2,2.951181,2.453332,3.717919,3.514566,4.0,3.208
120,Delta Commons,DeltaComCommune653,food,0.817396,need gap=0.814 potencies=0.709 trust=1.000 boundary penalty=0.991,3.28,2.990372,3.039106,3.419106,2.834469,3.76,3.311676,3.061108,3.255866,3.127496,4.0,3.248825
120,Delta Commons,DeltaComCommune139,food,0.816172,need gap=0.805 potencies=0.712 trust=1.000 boundary penalty=0.991,3.28,2.974079,3.013762,3.393762,2.847305,3.76,3.323684,3.078315,3.219659,3.158109,4.0,3.260951
120,Steppe Grain Commons,SteppeGrCommune706,water,0.813169,need gap=0.801 potencies=0.563 trust=1.000 boundary penalty=0.991,3.52,3.04679,3.078769,3.442424,2.252142,3.88,3.169329,2.985452,3.203463,3.153376,4.0,3.261953
120,Delta Commons,DeltaComCommune139,energy,0.813089,need gap=0.887 potencies=0.751 trust=1.000 boundary penalty=0.991,3.12,2.849311,3.106789,3.418789,3.004255,3.2,3.323684,3.078315,3.546842,3.338059,4.0,3.208
120,Dryland Solar Arc,DrylandSCommune415,food,0.813069,need gap=0.817 potencies=0.566 trust=1.000 boundary penalty=0.991,3.28,2.994956,3.058226,3.426237,2.262033,3.76,4.0,2.796628,3.266053,3.048973,4.0,3.228635
120,Forest Equator Belt,ForestEqCommune645,energy,0.811043,need gap=0.894 potencies=0.832 trust=1.000 boundary penalty=0.991,3.12,2.862949,3.128003,3.440003,3.327215,3.2,3.302037,2.292478,3.577148,3.480542,4.0,3.208
120,Forest Equator Belt,ForestEqCommune262,energy,0.807853,need gap=0.909 potencies=0.740 trust=1.000 boundary penalty=0.991,3.12,2.889133,3.169811,3.480735,2.960894,3.2,3.005152,2.462205,3.635336,3.534922,4.0,3.208
120,Coastal Wind Belt,CoastalWCommune003,food,0.805949,need gap=0.769 potencies=0.750 trust=1.000 boundary penalty=0.991,3.28,2.910197,2.91439,3.29439,2.999389,3.76,3.0,3.522485,3.0777,3.045528,3.86804,3.25267
120,Steppe Grain Commons,SteppeGrCommune504,food,0.804378,need gap=0.780 potencies=0.557 trust=1.000 boundary penalty=0.991,3.28,2.928535,2.979169,3.322916,2.226742,3.76,4.0,3.062733,3.118452,3.024556,3.89103,3.242258
120,Delta Commons,DeltaComCommune110,food,0.802958,need gap=0.761 potencies=0.709 trust=1.000 boundary penalty=0.991,3.28,2.895493,2.900868,3.271518,2.837216,3.76,3.59706,2.973196,3.045025,3.102595,3.865707,3.27068
120,Temperate Ring,TemperateCommune364,food,0.801934,need gap=0.786 potencies=0.686 trust=1.000 boundary penalty=0.991,3.28,2.940324,2.96349,3.341254,2.74541,3.76,4.0,2.156988,3.144649,3.064616,3.927226,3.248414
120,Highland Care Ring,HighlandCommune617,energy,0.791532,need gap=0.856 potencies=0.794 trust=1.000 boundary penalty=0.991,3.12,2.793261,3.106582,3.331601,3.175569,3.2,2.838045,2.463371,3.422287,3.312126,4.0,3.208
120,Mountain Water Towers,MountainCommune376,food,0.778519,need gap=0.667 potencies=0.638 trust=1.000 boundary penalty=0.991,3.28,2.72648,2.644457,3.008609,2.551492,3.76,3.932573,3.720552,2.669441,2.93299,3.508665,3.279551
120,Dryland Solar Arc,DrylandSCommune847,health,0.778166,need gap=0.814 potencies=0.501 trust=1.000 boundary penalty=0.991,3.04,2.910616,3.379486,3.359486,2.003589,3.64,2.714823,2.172905,3.256408,3.144235,4.0,3.252771
120,Delta Commons,DeltaComCommune110,energy,0.774969,need gap=0.791 potencies=0.623 trust=1.000 boundary penalty=0.991,3.12,2.677085,2.848232,3.150882,2.490466,3.2,3.59706,2.973196,3.164117,3.168096,3.983608,3.208
120,Subpolar Storage Rim,SubpolarCommune390,energy,0.77392,need gap=0.767 potencies=0.829 trust=1.000 boundary penalty=0.991,3.12,2.634202,2.831757,3.084176,3.317914,3.2,3.665127,2.303253,3.068823,3.188213,3.918279,3.208
120,Subpolar Storage Rim,SubpolarCommune837,energy,0.773184,need gap=0.784 potencies=0.681 trust=1.000 boundary penalty=0.991,3.12,2.664407,2.819161,3.131161,2.72277,3.2,3.617183,2.734771,3.135944,3.175033,3.96469,3.208
120,Highland Care Ring,HighlandCommune139,food,0.751868,need gap=0.607 potencies=0.779 trust=1.000 boundary penalty=0.991,3.28,2.617186,2.458595,2.838595,3.114569,3.76,3.920679,2.60885,2.426564,2.990354,3.344596,3.325379
120,Temperate Ring,TemperateCommune917,health,0.750133,need gap=0.711 potencies=0.615 trust=1.000 boundary penalty=0.991,3.04,2.725437,3.04971,3.07143,2.459845,3.64,2.458342,2.530883,2.844899,3.046927,3.689343,3.283736
120,Mountain Water Towers,MountainCommune376,energy,0.745647,need gap=0.674 potencies=0.617 trust=1.000 boundary penalty=0.991,3.12,2.465711,2.525926,2.822078,2.467587,3.2,3.932573,3.720552,2.694397,2.946716,3.533372,3.208
120,Subpolar Storage Rim,SubpolarCommune390,water,0.740536,need gap=0.590 potencies=0.710 trust=1.000 boundary penalty=0.991,3.52,2.667678,2.512275,2.852694,2.840001,3.88,3.665127,2.303253,2.360991,2.798905,3.217525,3.288086
120,Island Commons,IslandCoCommune619,energy,0.736705,need gap=0.661 potencies=0.634 trust=1.000 boundary penalty=0.991,3.12,2.442965,2.474695,2.786695,2.537395,3.2,3.968678,3.203273,2.64385,3.035119,3.529812,3.208
120,Subpolar Storage Rim,SubpolarCommune747,water,0.726508,need gap=0.556 potencies=0.673 trust=1.000 boundary penalty=0.991,3.52,2.606154,2.395365,2.756989,2.693037,3.88,3.925382,2.34621,2.224271,2.657225,3.055578,3.27213
120,Highland Care Ring,HighlandCommune128,water,0.722526,need gap=0.548 potencies=0.579 trust=1.000 boundary penalty=0.991,3.52,2.591139,2.429405,2.733633,2.316618,3.88,4.0,2.442212,2.190905,2.703437,3.048372,3.287625
120,Highland Care Ring,HighlandCommune128,energy,0.722235,need gap=0.633 potencies=0.742 trust=1.000 boundary penalty=0.991,3.12,2.391913,2.491053,2.707282,2.967724,3.2,4.0,2.442212,2.530402,2.890161,3.384474,3.208
120,Temperate Ring,TemperateCommune322,food,0.72189,need gap=0.579 potencies=0.639 trust=1.000 boundary penalty=0.991,3.28,2.567853,2.381855,2.761855,2.55521,3.76,4.0,2.325453,2.316936,2.727664,3.155106,3.276804
120,Subpolar Storage Rim,SubpolarCommune756,food,0.717141,need gap=0.538 potencies=0.766 trust=1.000 boundary penalty=0.991,3.28,2.493182,2.320949,2.6457,3.065169,3.76,4.0,2.597054,2.151,2.532319,2.949198,3.251825
120,Coastal Wind Belt,CoastalWCommune746,energy,0.710823,need gap=0.582 potencies=0.691 trust=1.000 boundary penalty=0.991,3.12,2.301169,2.254124,2.566124,2.765155,3.2,4.0,3.512092,2.328749,2.704066,3.154763,3.208
120,Temperate Ring,TemperateCommune364,energy,0.702709,need gap=0.594 potencies=0.838 trust=1.000 boundary penalty=0.991,3.12,2.322203,2.289078,2.598843,3.350877,3.2,4.0,2.156988,2.37549,2.641579,3.165759,3.208
120,Highland Care Ring,HighlandCommune541,water,0.701364,need gap=0.517 potencies=0.727 trust=1.000 boundary penalty=0.991,3.52,2.536229,2.366168,2.648217,2.90809,3.88,2.865142,2.507343,2.068881,2.518104,2.88028,3.259253
120,Subpolar Storage Rim,SubpolarCommune837,food,0.699851,need gap=0.498 potencies=0.780 trust=1.000 boundary penalty=0.991,3.28,2.421552,2.154275,2.534275,3.120648,3.76,3.617183,2.734771,1.991821,2.545765,2.832008,3.276063
120,Steppe Grain Commons,SteppeGrCommune208,energy,0.697717,need gap=0.544 potencies=0.780 trust=1.000 boundary penalty=0.991,3.12,2.232885,2.147904,2.459904,3.119041,3.2,4.0,2.888585,2.177006,2.847382,3.095247,3.208
120,Island Commons,IslandCoCommune839,energy,0.691555,need gap=0.541 potencies=0.776 trust=1.000 boundary penalty=0.991,3.12,2.226222,2.140121,2.44954,3.102042,3.2,3.731594,3.133535,2.1622,2.669908,3.012857,3.208
120,Mountain Water Towers,MountainCommune239,food,0.687162,need gap=0.417 potencies=0.680 trust=1.000 boundary penalty=0.991,3.28,2.276277,1.928292,2.308292,2.718061,3.76,4.0,3.700866,1.668989,2.563738,2.590617,3.322991
120,Steppe Grain Commons,SteppeGrCommune504,energy,0.68651,need gap=0.560 potencies=0.596 trust=1.000 boundary penalty=0.991,3.12,2.261979,2.229414,2.505161,2.383069,3.2,4.0,3.062733,2.241659,2.54232,3.023005,3.208
120,Steppe Grain Commons,SteppeGrCommune516,energy,0.679961,need gap=0.508 potencies=0.767 trust=1.000 boundary penalty=0.991,3.12,2.167872,2.064988,2.358774,3.066244,3.2,4.0,3.144337,2.032534,2.48287,2.838199,3.208
120,Subpolar Storage Rim,SubpolarCommune747,energy,0.678748,need gap=0.555 potencies=0.647 trust=1.000 boundary penalty=0.991,3.12,2.252535,2.216848,2.490472,2.586753,3.2,3.925382,2.34621,2.220674,2.655247,3.052018,3.208
120,Island Commons,IslandCoCommune874,ecology,0.677517,need gap=0.506 potencies=0.691 trust=1.000 boundary penalty=0.991,2.76,2.388627,2.312735,2.521725,2.764785,3.84,2.350993,3.020863,2.025322,2.606622,2.882146,3.297061
120,Steppe Grain Commons,SteppeGrCommune541,energy,0.676324,need gap=0.497 potencies=0.799 trust=1.000 boundary penalty=0.991,3.12,2.147262,2.014713,2.326713,3.194989,3.2,4.0,2.990531,1.986733,2.52106,2.818208,3.208
120,Dryland Solar Arc,DrylandSCommune047,energy,0.670432,need gap=0.475 potencies=0.793 trust=1.000 boundary penalty=0.991,3.12,2.108,1.990497,2.265638,3.171612,3.2,3.918942,2.882118,1.899483,2.689191,2.818279,3.208
120,Coastal Wind Belt,CoastalWCommune805,energy,0.668318,need gap=0.485 potencies=0.628 trust=1.000 boundary penalty=0.991,3.12,2.126532,1.982467,2.294467,2.510345,3.2,4.0,3.593724,1.940667,2.470586,2.762548,3.208
120,Coastal Wind Belt,CoastalWCommune607,energy,0.665368,need gap=0.458 potencies=0.748 trust=1.000 boundary penalty=0.991,3.12,2.07694,1.905324,2.217324,2.992347,3.2,4.0,3.505639,1.830463,2.444109,2.6671,3.208
120,Dryland Solar Arc,DrylandSCommune020,energy,0.664349,need gap=0.502 potencies=0.676 trust=1.000 boundary penalty=0.991,3.12,2.157432,2.078856,2.342534,2.702692,3.2,3.439304,2.834801,2.009334,2.71846,2.914571,3.208
120,Coastal Wind Belt,CoastalWCommune001,energy,0.664076,need gap=0.431 potencies=0.872 trust=1.000 boundary penalty=0.991,3.12,2.028256,1.829593,2.141593,3.486897,3.2,4.0,3.57909,1.722276,2.365128,2.552204,3.208
120,Island Commons,IslandCoCommune239,ecology,0.656436,need gap=0.441 potencies=0.647 trust=1.000 boundary penalty=0.991,2.76,2.270611,1.977698,2.338144,2.588369,3.84,3.497443,2.959284,1.763063,2.269914,2.545524,3.297061
120,Coastal Wind Belt,CoastalWCommune384,energy,0.655798,need gap=0.445 potencies=0.731 trust=1.000 boundary penalty=0.991,3.12,2.054072,1.869751,2.181751,2.923342,3.2,4.0,3.494417,1.779644,2.288019,2.565534,3.208
120,Highland Care Ring,HighlandCommune617,ecology,0.65562,need gap=0.471 potencies=0.646 trust=1.000 boundary penalty=0.991,2.76,2.325096,2.141881,2.4229,2.582429,3.84,2.838045,2.463371,1.884142,2.466147,2.717248,3.297061
120,Mountain Water Towers,MountainCommune368,food,0.655332,need gap=0.334 potencies=0.750 trust=1.000 boundary penalty=0.991,3.28,2.126812,1.695791,2.075791,2.999046,3.76,4.0,3.694276,1.336844,2.25724,2.212266,3.293274
120,Highland Care Ring,HighlandCommune710,food,0.651382,need gap=0.372 potencies=0.767 trust=1.000 boundary penalty=0.991,3.28,2.195185,1.804008,2.182149,3.06989,3.76,4.0,2.246697,1.488785,2.416273,2.392873,3.311386
120,Dryland Solar Arc,DrylandSCommune020,ecology,0.65027,need gap=0.413 potencies=0.634 trust=1.000 boundary penalty=0.991,2.76,2.220962,1.941235,2.260913,2.535912,3.84,3.439304,2.834801,1.652732,2.522329,2.561535,3.297061
120,Dryland Solar Arc,DrylandSCommune340,food,0.649247,need gap=0.378 potencies=0.758 trust=1.000 boundary penalty=0.991,3.28,2.205217,1.823987,2.197754,3.030799,3.76,3.76611,2.644707,1.511077,2.209209,2.327212,3.258748
120,Mountain Water Towers,MountainCommune376,water,0.649191,need gap=0.327 potencies=0.567 trust=1.000 boundary penalty=0.991,3.52,2.193306,1.730629,2.114781,2.26778,3.88,3.932573,3.720552,1.30683,2.183554,2.15968,3.279551
120,Mountain Water Towers,MountainCommune817,ecology,0.648008,need gap=0.374 potencies=0.712 trust=1.000 boundary penalty=0.991,2.76,2.150218,1.782867,2.150867,2.848467,3.84,3.104548,3.774556,1.495525,2.423186,2.400828,3.297061
120,Temperate Ring,TemperateCommune414,water,0.646591,need gap=0.343 potencies=0.714 trust=1.000 boundary penalty=0.991,3.52,2.223205,1.796801,2.161291,2.855858,3.88,4.0,2.399922,1.373273,2.196575,2.21605,3.273906
120,Urban Repair Web,UrbanRepCommune690,energy,0.645288,need gap=0.413 potencies=0.705 trust=1.000 boundary penalty=0.991,3.12,1.99675,1.780583,2.092583,2.821456,3.2,4.0,3.436495,1.652262,2.422567,2.521268,3.208
120,Temperate Ring,TemperateCommune414,energy,0.642494,need gap=0.437 potencies=0.770 trust=1.000 boundary penalty=0.991,3.12,2.039835,1.883115,2.159605,3.081372,3.2,4.0,2.399922,1.748007,2.402679,2.587037,3.208
120,Mountain Water Towers,MountainCommune368,energy,0.64075,need gap=0.365 potencies=0.853 trust=1.000 boundary penalty=0.991,3.12,1.90975,1.645251,1.957251,3.41175,3.2,4.0,3.694276,1.458929,2.324386,2.33313,3.208
120,Temperate Ring,TemperateCommune917,ecology,0.635754,need gap=0.441 potencies=0.494 trust=1.000 boundary penalty=0.991,2.76,2.270286,2.307919,2.337639,1.976479,3.84,2.458342,2.530883,1.762341,2.45152,2.617611,3.297061
120,Island Commons,IslandCoCommune839,ecology,0.632893,need gap=0.349 potencies=0.683 trust=1.000 boundary penalty=0.991,2.76,2.105129,1.71531,2.080729,2.732517,3.84,3.731594,3.133535,1.395327,2.248128,2.253653,3.297061
120,Steppe Grain Commons,SteppeGrCommune055,energy,0.628757,need gap=0.400 potencies=0.678 trust=1.000 boundary penalty=0.991,3.12,1.972916,1.743508,2.055508,2.710405,3.2,4.0,2.822178,1.599296,2.407525,2.474468,3.208
120,Urban Repair Web,UrbanRepCommune116,energy,0.625873,need gap=0.357 potencies=0.715 trust=1.000 boundary penalty=0.991,3.12,1.896065,1.623963,1.935963,2.85984,3.2,4.0,3.435102,1.428519,2.393316,2.337286,3.208
120,Forest Equator Belt,ForestEqCommune139,ecology,0.621563,need gap=0.368 potencies=0.732 trust=1.000 boundary penalty=0.991,2.76,2.13943,1.776469,2.134085,2.9279,3.84,2.900934,2.710739,1.47155,2.163412,2.278459,3.297061
120,Dryland Solar Arc,DrylandSCommune824,ecology,0.620537,need gap=0.303 potencies=0.774 trust=1.000 boundary penalty=0.991,2.76,2.022632,1.5844,1.9524,3.096676,3.84,3.794582,2.796308,1.212,2.304903,2.135202,3.297061
120,Island Commons,IslandCoCommune239,water,0.619853,need gap=0.300 potencies=0.637 trust=1.000 boundary penalty=0.991,3.52,2.145121,1.64738,2.039827,2.549473,3.88,3.497443,2.959284,1.199752,1.960093,1.987847,3.240055
120,Temperate Ring,TemperateCommune322,water,0.619404,need gap=0.293 potencies=0.642 trust=1.000 boundary penalty=0.991,3.52,2.131743,1.619017,2.019017,2.568665,3.88,4.0,2.325453,1.170024,2.096862,2.019663,3.276804
120,Highland Care Ring,HighlandCommune541,ecology,0.61867,need gap=0.367 potencies=0.702 trust=1.000 boundary penalty=0.991,2.76,2.136946,1.880172,2.130222,2.809378,3.84,2.865142,2.507343,1.466031,2.186537,2.283458,3.297061
120,Mountain Water Towers,MountainCommune239,ecology,0.618112,need gap=0.257 potencies=0.751 trust=1.000 boundary penalty=0.991,2.76,1.94012,1.456048,1.824048,3.004773,3.84,4.0,3.700866,1.02864,2.211546,1.956672,3.297061
120,Coastal Wind Belt,CoastalWCommune692,ecology,0.618076,need gap=0.257 potencies=0.786 trust=1.000 boundary penalty=0.991,2.76,1.940106,1.456027,1.824027,3.142378,3.84,4.0,3.523335,1.02861,2.223309,1.961353,3.297061
120,Forest Equator Belt,ForestEqCommune973,ecology,0.617825,need gap=0.375 potencies=0.648 trust=1.000 boundary penalty=0.991,2.76,2.151405,1.797458,2.152713,2.591393,3.84,2.951181,2.453332,1.498161,2.293699,2.351064,3.297061
120,Urban Repair Web,UrbanRepCommune446,energy,0.616743,need gap=0.328 potencies=0.833 trust=1.000 boundary penalty=0.991,3.12,1.844173,1.543242,1.855242,3.33224,3.2,4.0,3.352033,1.313203,2.132658,2.144229,3.208
120,Forest Equator Belt,ForestEqCommune262,ecology,0.61639,need gap=0.355 potencies=0.703 trust=1.000 boundary penalty=0.991,2.76,2.116865,1.73206,2.098984,2.813884,3.84,3.005152,2.462205,1.421405,2.31726,2.301386,3.297061
120,Island Commons,IslandCoCommune279,energy,0.615415,need gap=0.330 potencies=0.747 trust=1.000 boundary penalty=0.991,3.12,1.846713,1.547193,1.859193,2.987033,3.2,4.0,3.245263,1.318847,2.38224,2.248408,3.208
120,Mountain Water Towers,MountainCommune913,ecology,0.614861,need gap=0.332 potencies=0.501 trust=1.000 boundary penalty=0.991,2.76,2.074172,1.90843,2.032573,2.005525,3.84,2.907162,3.72547,1.326533,2.168375,2.16878,3.297061
120,Coastal Wind Belt,CoastalWCommune001,ecology,0.614166,need gap=0.257 potencies=0.799 trust=1.000 boundary penalty=0.991,2.76,1.940127,1.456059,1.824059,3.19794,3.84,4.0,3.57909,1.028656,1.983637,1.865519,3.297061
120,Subpolar Storage Rim,SubpolarCommune756,water,0.613677,need gap=0.266 potencies=0.672 trust=1.000 boundary penalty=0.991,3.52,2.084019,1.600028,1.944779,2.689014,3.88,4.0,2.597054,1.06397,1.934453,1.873038,3.251825
120,Delta Commons,DeltaComCommune953,energy,0.611769,need gap=0.302 potencies=0.876 trust=1.000 boundary penalty=0.991,3.12,1.796649,1.469316,1.781316,3.505674,3.2,4.0,3.225557,1.207594,2.259167,2.113514,3.208
120,Highland Care Ring,HighlandCommune139,ecology,0.611401,need gap=0.289 potencies=0.731 trust=1.000 boundary penalty=0.991,2.76,1.997784,1.545748,1.913748,2.923972,3.84,3.920679,2.60885,1.156783,2.291974,2.087513,3.297061
120,Mountain Water Towers,MountainCommune368,ecology,0.609547,need gap=0.257 potencies=0.675 trust=1.000 boundary penalty=0.991,2.76,1.940111,1.456033,1.824033,2.698191,3.84,4.0,3.694276,1.028619,2.087716,1.907123,3.297061
120,Temperate Ring,TemperateCommune066,ecology,0.608685,need gap=0.378 potencies=0.536 trust=1.000 boundary penalty=0.991,2.76,2.158163,1.979494,2.163226,2.143592,3.84,2.62622,2.242979,1.51318,2.348686,2.384623,3.297061
120,Coastal Wind Belt,CoastalWCommune607,ecology,0.608291,need gap=0.257 potencies=0.726 trust=1.000 boundary penalty=0.991,2.76,1.940217,1.456199,1.824199,2.905779,3.84,4.0,3.505639,1.028856,2.003225,1.873509,3.297061
120,Subpolar Storage Rim,SubpolarCommune756,energy,0.608198,need gap=0.353 potencies=0.742 trust=1.000 boundary penalty=0.991,3.12,1.887961,1.666605,1.923356,2.969921,3.2,4.0,2.597054,1.410509,2.125049,2.216111,3.208
120,Urban Repair Web,UrbanRepCommune116,ecology,0.608168,need gap=0.257 potencies=0.683 trust=1.000 boundary penalty=0.991,2.76,1.940147,1.45609,1.82409,2.731638,3.84,4.0,3.435102,1.0287,2.173415,1.941465,3.297061
120,Dryland Solar Arc,DrylandSCommune340,ecology,0.608084,need gap=0.309 potencies=0.689 trust=1.000 boundary penalty=0.991,2.76,2.034077,1.608436,1.970203,2.756574,3.84,3.76611,2.644707,1.237433,2.058705,2.056305,3.297061
120,Dryland Solar Arc,DrylandSCommune047,water,0.607805,need gap=0.232 potencies=0.621 trust=1.000 boundary penalty=0.991,3.52,2.02336,1.487279,1.850421,2.484723,3.88,3.918942,2.882118,0.929172,2.15552,1.857671,3.322674
120,Delta Commons,DeltaComCommune953,ecology,0.607338,need gap=0.257 potencies=0.721 trust=1.000 boundary penalty=0.991,2.76,1.940134,1.45607,1.82407,2.885743,3.84,4.0,3.225557,1.028671,2.160759,1.93638,3.297061
120,Urban Repair Web,UrbanRepCommune482,ecology,0.607099,need gap=0.257 potencies=0.713 trust=1.000 boundary penalty=0.991,2.76,1.940204,1.456179,1.824179,2.85261,3.84,4.0,3.450715,1.028827,2.028872,1.883746,3.297061
120,Steppe Grain Commons,SteppeGrCommune208,ecology,0.606946,need gap=0.257 potencies=0.771 trust=1.000 boundary penalty=0.991,2.76,1.940113,1.456036,1.824036,3.084586,3.84,4.0,2.888585,1.028623,2.215771,1.958349,3.297061
120,Dryland Solar Arc,DrylandSCommune415,water,0.606782,need gap=0.250 potencies=0.679 trust=1.000 boundary penalty=0.991,3.52,2.054694,1.511152,1.899164,2.714042,3.88,4.0,2.796628,0.998805,1.801987,1.769875,3.228635
120,Highland Care Ring,HighlandCommune824,ecology,0.606561,need gap=0.349 potencies=0.650 trust=1.000 boundary penalty=0.991,2.76,2.104986,1.886699,2.080506,2.60176,3.84,2.78,2.165031,1.395009,2.307674,2.277226,3.297061
120,Dryland Solar Arc,DrylandSCommune047,ecology,0.606397,need gap=0.275 potencies=0.670 trust=1.000 boundary penalty=0.991,2.76,1.972674,1.543547,1.874688,2.678055,3.84,3.918942,2.882118,1.100983,2.250016,2.027763,3.297061
120,Urban Repair Web,UrbanRepCommune754,ecology,0.605834,need gap=0.257 potencies=0.738 trust=1.000 boundary penalty=0.991,2.76,1.940118,1.456044,1.824044,2.950943,3.84,4.0,3.330398,1.028634,1.982256,1.864951,3.297061
120,Forest Equator Belt,ForestEqCommune022,ecology,0.604646,need gap=0.369 potencies=0.577 trust=1.000 boundary penalty=0.991,2.76,2.142063,1.926209,2.138181,2.307873,3.84,2.682548,2.386167,1.477402,2.090024,2.253609,3.297061
120,Delta Commons,DeltaComCommune235,ecology,0.604342,need gap=0.257 potencies=0.709 trust=1.000 boundary penalty=0.991,2.76,1.940119,1.456046,1.824046,2.83699,3.84,4.0,3.23605,1.028637,2.065886,1.898405,3.297061
120,Island Commons,IslandCoCommune340,ecology,0.603939,need gap=0.257 potencies=0.724 trust=1.000 boundary penalty=0.991,2.76,1.940118,1.456045,1.824045,2.897794,3.84,4.0,3.177977,1.028636,2.041794,1.888767,3.297061
120,Steppe Grain Commons,SteppeGrCommune516,ecology,0.603912,need gap=0.257 potencies=0.762 trust=1.000 boundary penalty=0.991,2.76,1.940106,1.474241,1.824027,3.048499,3.84,4.0,3.144337,1.028609,1.930711,1.844314,3.297061
120,Island Commons,IslandCoCommune594,ecology,0.603886,need gap=0.257 potencies=0.656 trust=1.000 boundary penalty=0.991,2.76,1.940103,1.456021,1.824021,2.623215,3.84,4.0,3.244211,1.028601,2.200199,1.952103,3.297061
120,Urban Repair Web,UrbanRepCommune450,ecology,0.60384,need gap=0.257 potencies=0.664 trust=1.000 boundary penalty=0.991,2.76,1.94015,1.456094,1.824094,2.657695,3.84,4.0,3.393461,1.028705,2.075627,1.902354,3.297061
120,Island Commons,IslandCoCommune279,ecology,0.601642,need gap=0.257 potencies=0.617 trust=1.000 boundary penalty=0.991,2.76,1.940123,1.456053,1.824053,2.466086,3.84,4.0,3.245263,1.028647,2.222631,1.96111,3.297061
120,Subpolar Storage Rim,SubpolarCommune578,ecology,0.601529,need gap=0.257 potencies=0.795 trust=1.000 boundary penalty=0.991,2.76,1.940112,1.456035,1.824035,3.18094,3.84,4.0,2.624827,1.028622,2.090672,1.908308,3.297061
120,Coastal Wind Belt,CoastalWCommune384,ecology,0.601385,need gap=0.257 potencies=0.676 trust=1.000 boundary penalty=0.991,2.76,1.940109,1.456031,1.824031,2.703232,3.84,4.0,3.494417,1.028616,1.874953,1.822016,3.297061
120,Island Commons,IslandCoCommune619,ecology,0.600601,need gap=0.257 potencies=0.644 trust=1.000 boundary penalty=0.991,2.76,1.940102,1.45602,1.82402,2.574662,3.84,3.968678,3.203273,1.0286,2.146731,1.930715,3.297061
120,Island Commons,IslandCoCommune706,ecology,0.600543,need gap=0.257 potencies=0.732 trust=1.000 boundary penalty=0.991,2.76,1.940113,1.456037,1.824037,2.929419,3.84,4.0,3.097358,1.028624,1.929805,1.843963,3.297061
