step,mode,agency,freedom_from_harm,truth,causal_integrity,norm_alignment,hierarchy_legitimacy,behavior_cooperation,repair_capacity,help_potential,resource_resilience,material_output,liquidity,fairness,consent_quality,reversibility
109,gmoe,99.99999999999999,99.99572128889643,99.99999999999999,99.9842408564958,99.53477632904708,94.3126236813652,99.96892609709134,99.99916825467227,99.99999999855311,99.94681229270009,99.99949126888471,93.00377177831226,99.99999999999999,96.77186133263947,99.95985193796074
110,gmoe,99.99999999999999,99.99572128889643,99.99999999999999,99.98888993642967,99.62405989789343,94.36276947834686,99.96892609709134,99.99916825467227,99.99999999855311,99.94681229270009,99.99949126888471,93.00377177831226,99.99999999999999,96.77186133263947,99.95985193796074
111,gmoe,99.99999999999999,99.99572128889643,99.99999999999999,99.98888993642967,99.62405989789343,94.36276947834686,99.9796558859913,99.99916825467227,99.99999999855922,99.94681229270009,99.99949126888471,93.00377177831226,99.99999999999999,96.85060110268641,99.95985193796074
112,gmoe,99.99999999999999,99.99572128889643,99.99999999999999,99.98888993642967,99.70156341326451,94.71449098897969,99.9796558859913,99.99916825467227,99.99999999855922,99.94681229270009,99.99949126888471,93.00377177831226,99.99999999999999,96.90515361736539,99.96152229430496
113,gmoe,99.99999999999999,99.99572128889643,99.99999999999999,99.98888993642967,99.70156341326451,94.71449098897969,99.99091787242068,99.99916825467227,99.99999999856314,99.94681229270009,99.99949126888471,93.00385482506239,99.99999999999999,97.09663484107804,99.96152229430496
114,gmoe,99.99999999999999,99.99572128889643,99.99999999999999,99.98888993642967,99.70156341326451,94.71449098897969,99.99373062220208,99.99916825467227,99.99999999856314,99.94681229270009,99.99949126888471,93.00390797498247,99.99999999999999,97.18020564070585,99.96152229430496
115,gmoe,99.99999999999999,99.99572128889643,99.99999999999999,99.98888993642967,99.80897423413118,94.84682280777243,99.99553078206216,99.99916825467227,99.99999999856314,99.94681229270009,99.99949126888471,93.00390797498247,99.99999999999999,97.22929945185228,99.96152229430496
116,gmoe,99.99999999999999,99.99572128889643,99.99999999999999,99.98888993642967,99.80897423413118,94.84682280777243,99.99553078206216,99.99916825467227,99.99999999856314,99.94681229270009,99.99949126888471,93.00390797498247,99.99999999999999,97.22929945185228,99.96152229430496
117,gmoe,99.99999999999999,99.99572128889643,99.99999999999999,99.98888993642967,99.80897423413118,94.84682280777243,99.99553078206216,99.99916825467227,99.99999999856314,99.94681229270009,99.99949126888471,93.00390797498247,99.99999999999999,97.22929945185228,99.96152229430496
118,gmoe,99.99999999999999,99.99572128889643,99.99999999999999,99.99186534758735,99.84629505478813,94.87064934244022,99.99553078206216,99.99916825467227,99.99999999856314,99.94681229270009,99.99949126888471,93.00390797498247,99.99999999999999,97.22929945185228,99.96152229430496
119,gmoe,99.99999999999999,99.99572128889643,99.99999999999999,99.99376961072826,99.90160248470629,94.90356506183166,99.99553078206216,99.99916825467227,99.99999999856314,99.94681229270009,99.99949126888471,93.00390797498247,99.99999999999999,97.22929945185228,99.96152229430496
120,gmoe,99.99999999999999,99.99572128889643,99.99999999999999,99.99376961072826,99.90160248470629,94.90356506183166,99.99742022985131,99.99916825467227,99.99999999856564,99.94681229270009,99.99949126888471,93.00394199093134,99.99999999999999,97.41089521768542,99.96152229430496
121,gmoe,99.99999999999999,99.99572128889643,99.99999999999999,99.99376961072826,99.90160248470629,94.90356506183166,99.99742022985131,99.99916825467227,99.99999999856564,99.94681229270009,99.99949126888471,93.00394199093134,99.99999999999999,97.41089521768542,99.96152229430496
122,gmoe,99.99999999999999,99.99572128889643,99.99999999999999,99.99376961072826,99.90160248470629,94.90356506183166,99.99742022985131,99.99916825467227,99.99999999856564,99.94681229270009,99.99949126888471,93.00394199093134,99.99999999999999,97.41089521768542,99.96152229430496
123,gmoe,99.99999999999999,99.99572128889643,99.99999999999999,99.99376961072826,99.90160248470629,94.90356506183166,99.99742022985131,99.99916825467227,99.99999999856564,99.94681229270009,99.99949126888471,93.00394199093134,99.99999999999999,97.41089521768542,99.96152229430496
124,gmoe,99.99999999999999,99.99572128889643,99.99999999999999,99.99376961072826,99.90160248470629,94.90356506183166,99.99742022985131,99.99916825467227,99.99999999856564,99.94681229270009,99.99949126888471,93.00394199093134,99.99999999999999,97.41089521768542,99.96152229430496
125,gmoe,99.99999999999999,99.99572128889643,99.99999999999999,99.99498833913846,99.93699923985392,94.95059652727267,99.99742022985131,99.99916825467227,99.99999999856564,99.94681229270009,99.99949126888471,93.00394199093134,99.99999999999999,97.41089521768542,99.96152229430496
126,gmoe,99.99999999999999,99.99572128889643,99.99999999999999,99.99498833913846,99.95965316314842,95.1169721917898,99.99789213095768,99.99916825467227,99.99999999856564,99.94681229270009,99.99949126888471,93.00394199093134,99.99999999999999,97.47266821516266,99.96152229430496
127,gmoe,99.99999999999999,99.99572128889643,99.99999999999999,99.99498833913846,99.9893693111064,95.35033211685534,99.99851114440256,99.99916825467227,99.99999999856564,99.94681229442911,99.99949126888471,93.00394199093134,99.99999999999999,97.84218018790455,99.96152229430496
128,gmoe,99.99999999999999,99.99572128889643,99.99999999999999,99.99498833913846,99.9893693111064,95.35033211685534,99.99851114440256,99.99916825467227,99.99999999856564,99.94681229442911,99.99949126888471,93.00394199093134,99.99999999999999,97.84218018790455,99.96152229430496
129,gmoe,99.99999999999999,99.99572128889643,99.99999999999999,99.99498833913846,99.9893693111064,95.35033211685534,99.99851114440256,99.99916825467227,99.99999999856564,99.94681229442911,99.99949126888471,93.00394199093134,99.99999999999999,97.84218018790455,99.96152229430496
130,gmoe,99.99999999999999,99.99572128889643,99.99999999999999,99.99498833913846,99.9893693111064,95.35033211685534,99.99864098626594,99.99916825467227,99.99999999856827,99.94681229442911,99.99949126888471,93.00394199093134,99.99999999999999,97.98429709997943,99.96152229430496
131,gmoe,99.99999999999999,99.99573214353293,99.99999999999999,99.99498833913846,99.99317000874998,95.35033211685534,99.99869416949318,99.99917066168683,99.99999999856894,99.94681229553566,99.99949126888471,93.00396376113859,99.99999999999999,98.2996446276881,99.96259132236524
132,gmoe,99.99999999999999,99.99573214353293,99.99999999999999,99.99498833913846,99.99317000874998,95.35033211685534,99.99869416949318,99.99917066168683,99.99999999856894,99.94681229553566,99.99949126888471,93.00396376113859,99.99999999999999,98.2996446276881,99.96259132236524
133,gmoe,99.99999999999999,99.99573214353293,99.99999999999999,99.99498833913846,99.99317000874998,95.35033211685534,99.99870745232847,99.99917066168683,99.99999999856935,99.94681229553566,99.99949126888471,93.00396376113859,99.99999999999999,98.3695210330958,99.96259132236524
134,gmoe,99.99999999999999,99.99573214353293,99.99999999999999,99.99498833913846,99.99317000874998,95.35033211685534,99.99870745232847,99.99917066168683,99.99999999856935,99.94681229553566,99.99949126888471,93.00396376113859,99.99999999999999,98.3695210330958,99.96259132236524
135,gmoe,99.99999999999999,99.99573214353293,99.99999999999999,99.99498833913846,99.99317000874998,95.35033211685534,99.99871595334307,99.99917066168683,99.99999999856935,99.94681229553566,99.99949126888471,93.00397769407125,99.99999999999999,98.44034601383623,99.96259132236524
136,gmoe,99.99999999999999,99.99573214353293,99.99999999999999,99.99498833913846,99.99317000874998,95.35033211685534,99.99871595334307,99.99917066168683,99.99999999856935,99.94681229553566,99.99949126888471,93.00397769407125,99.99999999999999,98.44034601383623,99.96259132236524
137,gmoe,99.99999999999999,99.99573214353293,99.99999999999999,99.99576832532097,99.9956024552419,95.44616176548053,99.99871595334307,99.99917066168683,99.99999999856935,99.94681229553566,99.99949126888471,93.00397769407125,99.99999999999999,98.44034601383623,99.96259132236524
138,gmoe,99.99999999999999,99.99573214353293,99.99999999999999,99.99576832532097,99.99715922099669,95.44616176548053,99.9987213939924,99.99917066168683,99.99999999856935,99.94681229624388,99.99949126888471,93.00397769407125,99.99999999999999,98.68587774892853,99.96259132236524
139,gmoe,99.99999999999999,99.99573214353293,99.99999999999999,99.99626751647779,99.99815555107978,95.4742199635007,99.9987213939924,99.99917066168683,99.99999999856935,99.94681229624388,99.99949126888471,93.00397769407125,99.99999999999999,98.68587774892853,99.96259132236524
140,gmoe,99.99999999999999,99.99573214353293,99.99999999999999,99.99626751647779,99.99815555107978,95.4742199635007,99.9987213939924,99.99917066168683,99.99999999856935,99.94681229624388,99.99949126888471,93.00397769407125,99.99999999999999,98.68587774892853,99.96259132236524
141,gmoe,99.99999999999999,99.99573214353293,99.99999999999999,99.99626751647779,99.99879320233295,95.6508891985506,99.99872487600797,99.99917066168683,99.99999999856935,99.94681229624388,99.99949126888471,93.00397769407125,99.99999999999999,98.75244327424139,99.96259132236524
142,gmoe,99.99999999999999,99.99573214353293,99.99999999999999,99.99626751647779,99.99879320233295,95.6508891985506,99.99872487600797,99.99917066168683,99.99999999856935,99.94681229624388,99.99949126888471,93.00397769407125,99.99999999999999,98.75244327424139,99.96259132236524
143,gmoe,99.99999999999999,99.99573214353293,99.99999999999999,99.99626751647779,99.99920129913498,95.91634249048681,99.99872487600797,99.99917066168683,99.99999999856935,99.94681229624388,99.99949126888471,93.00397769407125,99.99999999999999,98.79485520249425,99.96327550032385
144,gmoe,99.99999999999999,99.99573214353293,99.99999999999999,99.99626751647779,99.99920129913498,95.91634249048681,99.99872487600797,99.99917066168683,99.99999999856935,99.94681229624388,99.99949126888471,93.00397769407125,99.99999999999999,98.79485520249425,99.96327550032385
145,gmoe,99.99999999999999,99.99573909050028,99.99999999999999,99.99626751647779,99.99920129913498,95.91634249048681,99.99872487600797,99.99917220217614,99.99999999856962,99.94681229624388,99.99949126888471,93.00397769407125,99.99999999999999,98.85481452873701,99.96371337421735
146,gmoe,99.99999999999999,99.99573909050028,99.99999999999999,99.99626751647779,99.99920129913498,95.91634249048681,99.99872487600797,99.99917220217614,99.99999999856962,99.94681229624388,99.99949126888471,93.00397769407125,99.99999999999999,98.85481452873701,99.96371337421735
147,gmoe,99.99999999999999,99.99573909050028,99.99999999999999,99.99626751647779,99.99946248108829,96.29079286770418,99.99872710449793,99.99917220217614,99.99999999856979,99.94681229624388,99.99949126888471,93.00397769407125,99.99999999999999,98.99288808925812,99.96399361350917
148,gmoe,99.99999999999999,99.99573909050028,99.99999999999999,99.99626751647779,99.99962963753839,96.44637307308321,99.99872853073153,99.99917220217614,99.99999999856979,99.94681229624388,99.99949126888471,93.00397769407125,99.99999999999999,99.05837382937143,99.96399361350917
149,gmoe,99.99999999999999,99.99573909050028,99.99999999999999,99.99658699881815,99.99973661766646,96.51945167201441,99.99872853073153,99.99917220217614,99.99999999856979,99.94681229624388,99.99949126888471,93.00397769407125,99.99999999999999,99.05837382937143,99.96399361350917
150,gmoe,99.99999999999999,99.99573909050028,99.99999999999999,99.99658699881815,99.99973661766646,96.51945167201441,99.99872853073153,99.99917220217614,99.99999999856979,99.94681229624388,99.99949126888471,93.00397769407125,99.99999999999999,99.05837382937143,99.96399361350917
151,gmoe,99.99999999999999,99.99573909050028,99.99999999999999,99.99679146751598,99.99980508494843,96.60241627662654,99.99872853073153,99.99917220217614,99.99999999856979,99.94681229624388,99.99949126888471,93.00397769407125,99.99999999999999,99.05837382937143,99.96399361350917
152,gmoe,99.99999999999999,99.99573909050028,99.99999999999999,99.99679146751598,99.99980508494843,96.60241627662654,99.99873002770627,99.99917220217614,99.9999999985699,99.94681229624388,99.99949126888471,93.00398661114815,99.99999999999999,99.22105597235006,99.96399361350917
153,gmoe,99.99999999999999,99.99573909050028,99.99999999999999,99.99679146751598,99.9998489040089,96.60241627662654,99.99873040158487,99.99917220217614,99.9999999985699,99.94681229669712,99.99949126888471,93.00398661114815,99.99999999999999,99.49882719197785,99.96399361350917
154,gmoe,99.99999999999999,99.99573909050028,99.99999999999999,99.99679146751598,99.9998489040089,96.60241627662654,99.99873064086714,99.99917220217614,99.9999999985699,99.94681229669712,99.99949126888471,93.00399231807737,99.99999999999999,99.60085888566702,99.96399361350917
155,gmoe,99.99999999999999,99.99573909050028,99.99999999999999,99.99679146751598,99.9998489040089,96.60241627662654,99.99873064086714,99.99917220217614,99.9999999985699,99.94681229669712,99.99949126888471,93.00399231807737,99.99999999999999,99.60085888566702,99.96399361350917
156,gmoe,99.99999999999999,99.99573909050028,99.99999999999999,99.99679146751598,99.99987694820759,96.6736220777423,99.99873079400781,99.99917220217614,99.9999999985699,99.94681229669712,99.99949126888471,93.00399231807737,99.99999999999999,99.62963287197802,99.96399361350917
157,gmoe,99.99999999999999,99.99573909050028,99.99999999999999,99.99679146751598,99.99987694820759,96.6736220777423,99.99873079400781,99.99917220217614,99.9999999985699,99.94681229669712,99.99949126888471,93.00399231807737,99.99999999999999,99.62963287197802,99.96399361350917
158,gmoe,99.99999999999999,99.8051376054378,99.99999999999999,99.99679146751598,99.99987694820759,96.6736220777423,99.99873089201785,99.95509020043127,99.99999999856998,99.76757218477871,99.99949126888471,93.00399597051207,99.99999999999999,99.7371524200128,99.93582063356199
159,gmoe,99.99999999999999,99.91618851403645,99.99999999999999,99.99686619678205,99.99987694820759,96.6736220777423,99.99873089201785,99.98111679649392,99.99999999856998,99.87339554685568,99.99949147048123,93.00399597051207,99.99999999999999,99.7371524200128,99.96844528043788
160,gmoe,99.99999999999999,99.9631577993346,99.99999999999999,99.99686619678205,99.99989489649474,96.82228286004633,99.99873099488916,99.99177729024119,99.99999999856998,99.87339554685568,99.99949147048123,93.00399830807027,99.99999999999999,99.86358085227982,99.97528850004473
161,gmoe,99.99999999999999,99.98239926407055,99.99999999999999,99.99686619678205,99.99989489649474,96.82228286004633,99.99873099488916,99.99614445946449,99.99999999857002,99.8998255767988,99.9994915208312,93.00399830807027,99.99999999999999,99.91051783673247,99.97820626880963
162,gmoe,99.99999999999999,99.98720422653892,99.99999999999999,99.99699705674865,99.99991373501696,96.92018858823916,99.9987310205819,99.99723502901489,99.99999999857002,99.9167407959624,99.9994915208312,93.00399830807027,99.99999999999999,99.93652455834956,99.97890633084306
163,gmoe,99.99999999999999,99.98720604764475,99.99999999999999,99.99699705674865,99.99991373501696,96.92018858823916,99.99873103702525,99.99723543284492,99.99999999857006,99.9167407959624,99.9994915208312,93.00399980410751,99.99999999999999,99.97043524878833,99.97897979389198
164,gmoe,99.99999999999999,99.98720604764475,99.99999999999999,99.99699705674865,99.99991373501696,96.92018858823916,99.99873103702525,99.99723543284492,99.99999999857006,99.9167407959624,99.9994915208312,93.00399980410751,99.99999999999999,99.97043524878833,99.97897979389198
165,gmoe,99.99999999999999,99.98720604764475,99.99999999999999,99.99708080712728,99.99991844005274,96.98023212944459,99.998731047549,99.99723543284492,99.99999999857006,99.9167407959624,99.9994915208312,93.00400076157135,99.99999999999999,99.97890465049791,99.97897979389198
166,gmoe,99.99999999999999,99.98720604764475,99.99999999999999,99.99708080712728,99.99991844005274,96.98023212944459,99.998731047549,99.99723543284492,99.99999999857006,99.9167407959624,99.9994915208312,93.00400076157135,99.99999999999999,99.97890465049791,99.97897979389198
167,gmoe,99.99999999999999,99.98720604764475,99.99999999999999,99.99708080712728,99.99991844005274,96.98023212944459,99.998731047549,99.99723543284492,99.99999999857006,99.9167407959624,99.9994915208312,93.00400076157135,99.99999999999999,99.97890465049791,99.97897979389198
168,gmoe,99.99999999999999,99.98720604764475,99.99999999999999,99.99708080712728,99.99991844005274,96.98023212944459,99.998731047549,99.99723543284492,99.99999999857006,99.9167407959624,99.9994915208312,93.00400076157135,99.99999999999999,99.97890465049791,99.97897979389198
169,gmoe,99.99999999999999,99.98720604764475,99.99999999999999,99.9971344073696,99.99992145127564,97.03104395165255,99.998731047549,99.99723543284492,99.99999999857006,99.9167407959624,99.9994915208312,93.00400076157135,99.99999999999999,99.97890465049791,99.97897979389198
170,gmoe,99.99999999999999,99.98720604764475,99.99999999999999,99.9971344073696,99.99992145127564,97.03104395165255,99.998731047549,99.99723543284492,99.99999999857006,99.9167407959624,99.9994915208312,93.00400076157135,99.99999999999999,99.97890465049791,99.97897979389198
171,gmoe,99.99999999999999,99.98720604764475,99.99999999999999,99.9971344073696,99.99992145127564,97.03104395165255,99.998731047549,99.99723543284492,99.99999999857006,99.9167407959624,99.9994915208312,93.00400076157135,99.99999999999999,99.97890465049791,99.97897979389198
172,gmoe,99.99999999999999,99.98720604764475,99.99999999999999,99.9971687115247,99.9999233784583,97.11542502754514,99.998731047549,99.99723543284492,99.99999999857006,99.9167407959624,99.9994915208312,93.00400076157135,99.99999999999999,99.97890465049791,99.97897979389198
173,gmoe,99.99999999999999,99.98720604764475,99.99999999999999,99.9971687115247,99.9999233784583,97.11542502754514,99.998731047549,99.99723543284492,99.99999999857006,99.9167407959624,99.9994915208312,93.00400076157135,99.99999999999999,99.97890465049791,99.97897979389198
174,gmoe,99.99999999999999,99.98720604764475,99.99999999999999,99.9971687115247,99.9999233784583,97.11542502754514,99.998731047549,99.99723543284492,99.99999999857006,99.9167407959624,99.9994915208312,93.00400076157135,99.99999999999999,99.97890465049791,99.97897979389198
175,gmoe,99.99999999999999,99.98720604764475,99.99999999999999,99.99719066618395,99.99992540122923,97.32141981105724,99.9987310542842,99.99723543284492,99.99999999857006,99.9167407959624,99.9994915208312,93.00400076157135,99.99999999999999,99.98432506759204,99.97897979389198
176,gmoe,99.99999999999999,99.98720604764475,99.99999999999999,99.99719066618395,99.99992540122923,97.32141981105724,99.9987310542842,99.99723543284492,99.99999999857006,99.9167407959624,99.9994915208312,93.00400076157135,99.99999999999999,99.98432506759204,99.97897979389198
177,gmoe,99.99999999999999,99.98720604764475,99.99999999999999,99.99719066618395,99.99992540122923,97.32141981105724,99.9987310542842,99.99723543284492,99.99999999857006,99.9167407959624,99.9994915208312,93.00400076157135,99.99999999999999,99.98432506759204,99.97897979389198
178,gmoe,99.99999999999999,99.98720604764475,99.99999999999999,99.99719066618395,99.9999259064286,97.43451106125394,99.99873105859473,99.99723543284492,99.99999999857006,99.9167407959624,99.9994915208312,93.00400076157135,99.99999999999999,99.98779413453231,99.97897979389198
179,gmoe,99.99999999999999,99.98720604764475,99.99999999999999,99.99719066618395,99.9999259064286,97.43451106125394,99.99873105859473,99.99723543284492,99.99999999857006,99.9167407959624,99.9994915208312,93.00400076157135,99.99999999999999,99.98779413453231,99.97897979389198
180,gmoe,99.99999999999999,99.98720604764475,99.99999999999999,99.99719066618395,99.9999262297562,97.66621220645433,99.99873106135347,99.99723543284492,99.99999999857006,99.9167407959624,99.9994915208312,93.00400076157135,99.99999999999999,99.99001433737405,99.97897979389198
