step,mode,market,unit,region,actor_a,actor_b,amount,object_id,result
80,gmoe,dividend,STOCK,R04,A036,A036,1.7017325440846127,STOCK_A036,omk_dividend
80,gmoe,dividend,STOCK,R04,A036,A038,0.015366327479815698,STOCK_A036,omk_dividend
80,gmoe,dividend,STOCK,R04,A036,A039,0.04020230893385151,STOCK_A036,omk_dividend
80,gmoe,dividend,STOCK,R04,A036,A043,0.1296832382525262,STOCK_A036,omk_dividend
80,gmoe,dividend,STOCK,R01,A050,A050,0.027345434520264816,STOCK_A050,omk_dividend
80,gmoe,dividend,STOCK,R02,A019,A008,0.02447394434347992,STOCK_A019,omk_dividend
80,gmoe,dividend,STOCK,R02,A019,A009,0.041648066468080794,STOCK_A019,omk_dividend
80,gmoe,dividend,STOCK,R02,A019,A012,0.014727403594268468,STOCK_A019,omk_dividend
80,gmoe,dividend,STOCK,R02,A019,A014,0.0242474657280825,STOCK_A019,omk_dividend
80,gmoe,dividend,STOCK,R02,A019,A015,0.015719204249875444,STOCK_A019,omk_dividend
80,gmoe,dividend,STOCK,R02,A019,A018,0.02206712941486745,STOCK_A019,omk_dividend
80,gmoe,dividend,STOCK,R02,A019,A019,0.7146101997413825,STOCK_A019,omk_dividend
80,gmoe,dividend,STOCK,R02,A019,A028,0.04558701869994866,STOCK_A019,omk_dividend
80,gmoe,dividend,STOCK,R02,A019,A033,0.02082986697525474,STOCK_A019,omk_dividend
80,gmoe,dividend,STOCK,R02,A019,A039,0.0062042160203929645,STOCK_A019,omk_dividend
80,gmoe,dividend,STOCK,R02,A019,A042,0.006732597328573654,STOCK_A019,omk_dividend
80,gmoe,dividend,STOCK,R04,A028,A000,0.023363338100695796,STOCK_A028,omk_dividend
80,gmoe,dividend,STOCK,R04,A028,A004,0.024274047800667137,STOCK_A028,omk_dividend
80,gmoe,dividend,STOCK,R04,A028,A005,0.012958443682258496,STOCK_A028,omk_dividend
80,gmoe,dividend,STOCK,R04,A028,A006,0.014630574281953064,STOCK_A028,omk_dividend
80,gmoe,dividend,STOCK,R04,A028,A007,0.015676565899229406,STOCK_A028,omk_dividend
80,gmoe,dividend,STOCK,R04,A028,A008,0.03525793195598789,STOCK_A028,omk_dividend
80,gmoe,dividend,STOCK,R04,A028,A009,0.1466621128166086,STOCK_A028,omk_dividend
80,gmoe,dividend,STOCK,R04,A028,A010,0.06350334335406978,STOCK_A028,omk_dividend
80,gmoe,dividend,STOCK,R04,A028,A011,0.025775009845486876,STOCK_A028,omk_dividend
80,gmoe,dividend,STOCK,R04,A028,A013,0.013715218750582197,STOCK_A028,omk_dividend
80,gmoe,dividend,STOCK,R04,A028,A014,0.07634594992353798,STOCK_A028,omk_dividend
80,gmoe,dividend,STOCK,R04,A028,A015,0.038716605830812136,STOCK_A028,omk_dividend
80,gmoe,dividend,STOCK,R04,A028,A016,0.02153877765906723,STOCK_A028,omk_dividend
80,gmoe,dividend,STOCK,R04,A028,A017,0.030731211017362793,STOCK_A028,omk_dividend
80,gmoe,dividend,STOCK,R04,A028,A019,0.15852138262550297,STOCK_A028,omk_dividend
80,gmoe,dividend,STOCK,R04,A028,A027,0.015599659857816401,STOCK_A028,omk_dividend
80,gmoe,dividend,STOCK,R04,A028,A028,1.8536782483536818,STOCK_A028,omk_dividend
80,gmoe,dividend,STOCK,R04,A028,A029,0.02298308499347091,STOCK_A028,omk_dividend
80,gmoe,dividend,STOCK,R04,A028,A030,0.016165793371547336,STOCK_A028,omk_dividend
80,gmoe,dividend,STOCK,R04,A028,A031,0.01269705293168427,STOCK_A028,omk_dividend
80,gmoe,dividend,STOCK,R04,A028,A033,0.09634643643708582,STOCK_A028,omk_dividend
80,gmoe,dividend,STOCK,R04,A028,A034,0.013667732118311637,STOCK_A028,omk_dividend
80,gmoe,dividend,STOCK,R04,A028,A035,0.011378518013482216,STOCK_A028,omk_dividend
80,gmoe,dividend,STOCK,R04,A028,A036,0.05395647319229647,STOCK_A028,omk_dividend
80,gmoe,dividend,STOCK,R04,A028,A043,0.16191596761791374,STOCK_A028,omk_dividend
80,gmoe,dividend,STOCK,R04,A028,A044,0.03994051956888672,STOCK_A028,omk_dividend
80,gmoe,credit_market,DEBT,R03,A014,A007,3.5,CR_80_A007,omk_credit
80,gmoe,credit_market,DEBT,R02,A014,A016,3.5,CR_80_A016,omk_credit
80,gmoe,credit_market,DEBT,R03,A014,A021,3.5,CR_80_A021,omk_credit
80,gmoe,credit_market,DEBT,R02,A014,A026,3.5,CR_80_A026,omk_credit
80,gmoe,credit_settlement,DEBT,R03,A001,A014,3.8500000000000005,CR_75_A001,fulfilled_omk
80,gmoe,credit_settlement,DEBT,R02,A003,A014,3.8500000000000005,CR_75_A003,fulfilled_omk
80,gmoe,interregional_bridge,BRIDGE,R00,A013,R03,1.0327299225252893,PKT_80_R00_R03_238,sent
80,gmoe,interregional_bridge,BRIDGE,R01,A000,R02,1.6416274205137336,PKT_80_R01_R02_239,sent
80,gmoe,interregional_bridge,BRIDGE,R00,A015,R03,1.5680067165579072,PKT_80_R00_R03_240,sent
80,gmoe,interregional_settlement,BRIDGE,R02,A025,R02,0.7662519016318368,PKT_69_R04_R02_207,rejected_low_trust_or_proof
80,gmoe,interregional_settlement,BRIDGE,R03,A002,R03,0.9890483534823495,PKT_70_R02_R03_210,rejected_low_trust_or_proof
80,gmoe,interregional_settlement,BRIDGE,R03,A028,R03,2.0,PKT_72_R04_R03_215,accepted
80,gmoe,interregional_settlement,BRIDGE,R03,A044,R03,0.6937668089735733,PKT_73_R01_R03_217,rejected_low_trust_or_proof
80,gmoe,interregional_settlement,BRIDGE,R01,A046,R01,0.8347157898934704,PKT_73_R02_R01_219,rejected_low_trust_or_proof
80,gmoe,repair_fund,REPAIR,R04,repair_fund,A010,2.5,repair_harm,funded
81,gmoe,goods_market,OMK,R04,A051,A038,3.315956310748901,goods,insufficient_omk
81,gmoe,securities_market,STOCK,R04,A022,A036,30.505039189853527,STOCK_A036,insufficient_omk
81,gmoe,securities_market,STOCK,R03,A021,A033,17.469379590565104,STOCK_A033,insufficient_omk
81,gmoe,securities_market,STOCK,R03,A004,A028,10.707743277691906,STOCK_A028,paid_omk
81,gmoe,securities_market,STOCK,R01,A000,A033,38.17718210523618,STOCK_A033,insufficient_omk
81,gmoe,securities_market,STOCK,R03,A037,A014,18.7517638305152,STOCK_A014,insufficient_omk
81,gmoe,securities_market,STOCK,R03,A035,A009,25.36953794432962,STOCK_A009,insufficient_omk
81,gmoe,securities_market,STOCK,R02,A003,A033,27.32546314069744,STOCK_A033,insufficient_omk
81,gmoe,securities_market,STOCK,R02,A057,A014,21.200046015976504,STOCK_A014,insufficient_omk
81,gmoe,securities_market,STOCK,R01,A053,A033,26.195518909572932,STOCK_A033,insufficient_omk
81,gmoe,securities_market,STOCK,R00,A039,A009,26.61743761195001,STOCK_A009,insufficient_omk
81,gmoe,securities_market,STOCK,R00,A054,A014,38.35261768046238,STOCK_A014,insufficient_omk
81,gmoe,securities_market,STOCK,R00,A013,A014,14.005535023631406,STOCK_A014,insufficient_omk
81,gmoe,dividend,STOCK,R02,A009,A000,0.07282647434274288,STOCK_A009,omk_dividend
81,gmoe,dividend,STOCK,R02,A009,A001,0.008648559900942137,STOCK_A009,omk_dividend
81,gmoe,dividend,STOCK,R02,A009,A003,0.018638021788379977,STOCK_A009,omk_dividend
81,gmoe,dividend,STOCK,R02,A009,A006,0.012269003607377912,STOCK_A009,omk_dividend
81,gmoe,dividend,STOCK,R02,A009,A007,0.07034052225482315,STOCK_A009,omk_dividend
81,gmoe,dividend,STOCK,R02,A009,A009,1.3428334439535299,STOCK_A009,omk_dividend
81,gmoe,dividend,STOCK,R02,A009,A010,0.04473235186881199,STOCK_A009,omk_dividend
81,gmoe,dividend,STOCK,R02,A009,A011,0.05592197324554488,STOCK_A009,omk_dividend
81,gmoe,dividend,STOCK,R02,A009,A013,0.0440679007963109,STOCK_A009,omk_dividend
81,gmoe,dividend,STOCK,R02,A009,A015,0.05901573998363514,STOCK_A009,omk_dividend
81,gmoe,dividend,STOCK,R02,A009,A016,0.014092180185655818,STOCK_A009,omk_dividend
81,gmoe,dividend,STOCK,R02,A009,A018,0.0367918831608651,STOCK_A009,omk_dividend
81,gmoe,dividend,STOCK,R02,A009,A019,0.017662197159673328,STOCK_A009,omk_dividend
81,gmoe,dividend,STOCK,R02,A009,A020,0.05406690165309034,STOCK_A009,omk_dividend
81,gmoe,dividend,STOCK,R02,A009,A021,0.032609427731709655,STOCK_A009,omk_dividend
81,gmoe,dividend,STOCK,R02,A009,A023,0.06485867679601702,STOCK_A009,omk_dividend
81,gmoe,dividend,STOCK,R02,A009,A024,0.01442341892588071,STOCK_A009,omk_dividend
81,gmoe,dividend,STOCK,R02,A009,A027,0.009423609858727311,STOCK_A009,omk_dividend
81,gmoe,dividend,STOCK,R02,A009,A028,0.08766932108757562,STOCK_A009,omk_dividend
81,gmoe,dividend,STOCK,R02,A009,A029,0.019031886867805117,STOCK_A009,omk_dividend
81,gmoe,dividend,STOCK,R02,A009,A034,0.007271961372033546,STOCK_A009,omk_dividend
81,gmoe,dividend,STOCK,R02,A009,A036,0.11603807771697415,STOCK_A009,omk_dividend
81,gmoe,dividend,STOCK,R02,A009,A037,0.019544090713491925,STOCK_A009,omk_dividend
81,gmoe,dividend,STOCK,R02,A009,A040,0.021179574802327523,STOCK_A009,omk_dividend
81,gmoe,dividend,STOCK,R02,A009,A041,0.036328763435632384,STOCK_A009,omk_dividend
81,gmoe,dividend,STOCK,R02,A009,A043,0.07733145762396469,STOCK_A009,omk_dividend
81,gmoe,dividend,STOCK,R02,A009,A044,0.020495447048408822,STOCK_A009,omk_dividend
81,gmoe,dividend,STOCK,R02,A009,A048,0.009758670591909449,STOCK_A009,omk_dividend
81,gmoe,dividend,STOCK,R02,A009,A056,0.02376007265721066,STOCK_A009,omk_dividend
81,gmoe,dividend,STOCK,R03,A014,A000,0.03691514523991102,STOCK_A014,omk_dividend
81,gmoe,dividend,STOCK,R03,A014,A001,0.010727220142918938,STOCK_A014,omk_dividend
81,gmoe,dividend,STOCK,R03,A014,A002,0.049529837503685746,STOCK_A014,omk_dividend
81,gmoe,dividend,STOCK,R03,A014,A003,0.015664687859560773,STOCK_A014,omk_dividend
81,gmoe,dividend,STOCK,R03,A014,A004,0.04451592690225143,STOCK_A014,omk_dividend
81,gmoe,dividend,STOCK,R03,A014,A005,0.04834281532697423,STOCK_A014,omk_dividend
81,gmoe,dividend,STOCK,R03,A014,A006,0.059640896925256884,STOCK_A014,omk_dividend
81,gmoe,dividend,STOCK,R03,A014,A007,0.08528466121571747,STOCK_A014,omk_dividend
81,gmoe,dividend,STOCK,R03,A014,A009,0.1571975048648939,STOCK_A014,omk_dividend
81,gmoe,dividend,STOCK,R03,A014,A010,0.02207375946601901,STOCK_A014,omk_dividend
81,gmoe,dividend,STOCK,R03,A014,A012,0.03719872890448337,STOCK_A014,omk_dividend
81,gmoe,dividend,STOCK,R03,A014,A013,0.03541686007264752,STOCK_A014,omk_dividend
81,gmoe,dividend,STOCK,R03,A014,A014,1.4023090519825163,STOCK_A014,omk_dividend
81,gmoe,dividend,STOCK,R03,A014,A015,0.026363262066214595,STOCK_A014,omk_dividend
81,gmoe,dividend,STOCK,R03,A014,A016,0.07829038386087878,STOCK_A014,omk_dividend
81,gmoe,dividend,STOCK,R03,A014,A017,0.09592456611258843,STOCK_A014,omk_dividend
81,gmoe,dividend,STOCK,R03,A014,A018,0.025897453038097634,STOCK_A014,omk_dividend
81,gmoe,dividend,STOCK,R03,A014,A019,0.09198409745190331,STOCK_A014,omk_dividend
81,gmoe,dividend,STOCK,R03,A014,A021,0.00893328390451024,STOCK_A014,omk_dividend
81,gmoe,dividend,STOCK,R03,A014,A025,0.032851603625548356,STOCK_A014,omk_dividend
81,gmoe,dividend,STOCK,R03,A014,A026,0.01635988941752982,STOCK_A014,omk_dividend
81,gmoe,dividend,STOCK,R03,A014,A027,0.007975808671608377,STOCK_A014,omk_dividend
81,gmoe,dividend,STOCK,R03,A014,A028,0.10715316669054585,STOCK_A014,omk_dividend
81,gmoe,dividend,STOCK,R03,A014,A030,0.019215692878924134,STOCK_A014,omk_dividend
81,gmoe,dividend,STOCK,R03,A014,A031,0.02674620110381269,STOCK_A014,omk_dividend
81,gmoe,dividend,STOCK,R03,A014,A032,0.0382060333885557,STOCK_A014,omk_dividend
81,gmoe,dividend,STOCK,R03,A014,A033,0.10711042117270057,STOCK_A014,omk_dividend
81,gmoe,dividend,STOCK,R03,A014,A035,0.027434497870450346,STOCK_A014,omk_dividend
81,gmoe,dividend,STOCK,R03,A014,A036,0.13542270898339986,STOCK_A014,omk_dividend
81,gmoe,dividend,STOCK,R03,A014,A037,0.012534146874220487,STOCK_A014,omk_dividend
81,gmoe,dividend,STOCK,R03,A014,A040,0.01492096308672377,STOCK_A014,omk_dividend
81,gmoe,dividend,STOCK,R03,A014,A041,0.025547462202679696,STOCK_A014,omk_dividend
81,gmoe,dividend,STOCK,R03,A014,A043,0.02905058455110899,STOCK_A014,omk_dividend
81,gmoe,dividend,STOCK,R03,A014,A044,0.03436989090852281,STOCK_A014,omk_dividend
81,gmoe,dividend,STOCK,R03,A014,A045,0.015636798044715974,STOCK_A014,omk_dividend
81,gmoe,dividend,STOCK,R03,A014,A046,0.0094223787567947,STOCK_A014,omk_dividend
81,gmoe,dividend,STOCK,R03,A014,A058,0.007831608931128982,STOCK_A014,omk_dividend
81,gmoe,dividend,STOCK,R02,A033,A000,0.015924658229938875,STOCK_A033,omk_dividend
81,gmoe,dividend,STOCK,R02,A033,A001,0.04277710111374082,STOCK_A033,omk_dividend
81,gmoe,dividend,STOCK,R02,A033,A002,0.016333171839615433,STOCK_A033,omk_dividend
81,gmoe,dividend,STOCK,R02,A033,A003,0.06997822659204493,STOCK_A033,omk_dividend
81,gmoe,dividend,STOCK,R02,A033,A006,0.018840693626593675,STOCK_A033,omk_dividend
81,gmoe,dividend,STOCK,R02,A033,A009,0.08603773145859082,STOCK_A033,omk_dividend
81,gmoe,dividend,STOCK,R02,A033,A010,0.03169925232484732,STOCK_A033,omk_dividend
81,gmoe,dividend,STOCK,R02,A033,A012,0.037092871802770606,STOCK_A033,omk_dividend
81,gmoe,dividend,STOCK,R02,A033,A014,0.15531563106473156,STOCK_A033,omk_dividend
81,gmoe,dividend,STOCK,R02,A033,A016,0.008792634964352005,STOCK_A033,omk_dividend
81,gmoe,dividend,STOCK,R02,A033,A018,0.024356381959541443,STOCK_A033,omk_dividend
81,gmoe,dividend,STOCK,R02,A033,A019,0.16623265382467797,STOCK_A033,omk_dividend
81,gmoe,dividend,STOCK,R02,A033,A021,0.008210463118229535,STOCK_A033,omk_dividend
81,gmoe,dividend,STOCK,R02,A033,A022,0.048578223783603366,STOCK_A033,omk_dividend
81,gmoe,dividend,STOCK,R02,A033,A026,0.008364530908385605,STOCK_A033,omk_dividend
81,gmoe,dividend,STOCK,R02,A033,A028,0.25926042942126437,STOCK_A033,omk_dividend
81,gmoe,dividend,STOCK,R02,A033,A029,0.010418036756839914,STOCK_A033,omk_dividend
81,gmoe,dividend,STOCK,R02,A033,A031,0.02253895935356797,STOCK_A033,omk_dividend
81,gmoe,dividend,STOCK,R02,A033,A033,1.5345936543675027,STOCK_A033,omk_dividend
81,gmoe,dividend,STOCK,R02,A033,A036,0.2816322047326322,STOCK_A033,omk_dividend
81,gmoe,dividend,STOCK,R02,A033,A037,0.012237212457906134,STOCK_A033,omk_dividend
81,gmoe,dividend,STOCK,R02,A033,A039,0.007854510466523754,STOCK_A033,omk_dividend
81,gmoe,dividend,STOCK,R02,A033,A043,0.13293076583209892,STOCK_A033,omk_dividend
81,gmoe,dividend,STOCK,R04,A036,A001,0.010454028526810977,STOCK_A036,omk_dividend
81,gmoe,dividend,STOCK,R04,A036,A002,0.038962835382762885,STOCK_A036,omk_dividend
81,gmoe,dividend,STOCK,R04,A036,A003,0.01369294743715908,STOCK_A036,omk_dividend
81,gmoe,dividend,STOCK,R04,A036,A005,0.03289922366377951,STOCK_A036,omk_dividend
81,gmoe,dividend,STOCK,R04,A036,A009,0.10151654693996817,STOCK_A036,omk_dividend
81,gmoe,dividend,STOCK,R04,A036,A010,0.04688741948907925,STOCK_A036,omk_dividend
81,gmoe,dividend,STOCK,R04,A036,A014,0.1851907942029832,STOCK_A036,omk_dividend
81,gmoe,dividend,STOCK,R04,A036,A015,0.02381659915453065,STOCK_A036,omk_dividend
81,gmoe,dividend,STOCK,R04,A036,A019,0.12290093282622205,STOCK_A036,omk_dividend
81,gmoe,dividend,STOCK,R04,A036,A022,0.00861502936287494,STOCK_A036,omk_dividend
81,gmoe,dividend,STOCK,R04,A036,A023,0.014614196586264658,STOCK_A036,omk_dividend
81,gmoe,dividend,STOCK,R04,A036,A024,0.023865597493054048,STOCK_A036,omk_dividend
81,gmoe,dividend,STOCK,R04,A036,A025,0.057158446673761826,STOCK_A036,omk_dividend
81,gmoe,dividend,STOCK,R04,A036,A026,0.04248883093826255,STOCK_A036,omk_dividend
81,gmoe,dividend,STOCK,R04,A036,A027,0.03160970466455946,STOCK_A036,omk_dividend
81,gmoe,dividend,STOCK,R04,A036,A028,0.18062318931015064,STOCK_A036,omk_dividend
81,gmoe,dividend,STOCK,R04,A036,A030,0.012902255070348723,STOCK_A036,omk_dividend
81,gmoe,dividend,STOCK,R04,A036,A032,0.01429801892243428,STOCK_A036,omk_dividend
81,gmoe,dividend,STOCK,R04,A036,A033,0.13033142107303727,STOCK_A036,omk_dividend
81,gmoe,dividend,STOCK,R04,A036,A034,0.0201875635311497,STOCK_A036,omk_dividend
81,gmoe,dividend,STOCK,R04,A036,A036,1.7017325440846127,STOCK_A036,omk_dividend
81,gmoe,dividend,STOCK,R04,A036,A038,0.015366327479815698,STOCK_A036,omk_dividend
81,gmoe,dividend,STOCK,R04,A036,A039,0.04020230893385151,STOCK_A036,omk_dividend
81,gmoe,dividend,STOCK,R04,A036,A043,0.1296832382525262,STOCK_A036,omk_dividend
81,gmoe,dividend,STOCK,R01,A050,A050,0.027345434520264816,STOCK_A050,omk_dividend
81,gmoe,dividend,STOCK,R02,A019,A008,0.02457898192542229,STOCK_A019,omk_dividend
81,gmoe,dividend,STOCK,R02,A019,A009,0.04182681216321627,STOCK_A019,omk_dividend
81,gmoe,dividend,STOCK,R02,A019,A012,0.014790610850120688,STOCK_A019,omk_dividend
81,gmoe,dividend,STOCK,R02,A019,A014,0.024351531306256734,STOCK_A019,omk_dividend
81,gmoe,dividend,STOCK,R02,A019,A015,0.015786668128247177,STOCK_A019,omk_dividend
81,gmoe,dividend,STOCK,R02,A019,A018,0.022161837398248334,STOCK_A019,omk_dividend
81,gmoe,dividend,STOCK,R02,A019,A019,0.7176771727784519,STOCK_A019,omk_dividend
81,gmoe,dividend,STOCK,R02,A019,A028,0.04578266963978092,STOCK_A019,omk_dividend
81,gmoe,dividend,STOCK,R02,A019,A033,0.020919264860146346,STOCK_A019,omk_dividend
81,gmoe,dividend,STOCK,R02,A019,A039,0.006230843352689069,STOCK_A019,omk_dividend
81,gmoe,dividend,STOCK,R02,A019,A042,0.006761492374409346,STOCK_A019,omk_dividend
81,gmoe,dividend,STOCK,R04,A028,A000,0.023246049327611245,STOCK_A028,omk_dividend
81,gmoe,dividend,STOCK,R04,A028,A004,0.03921280545871396,STOCK_A028,omk_dividend
81,gmoe,dividend,STOCK,R04,A028,A005,0.012893389623886073,STOCK_A028,omk_dividend
81,gmoe,dividend,STOCK,R04,A028,A006,0.014557125783298604,STOCK_A028,omk_dividend
81,gmoe,dividend,STOCK,R04,A028,A007,0.015597866307048914,STOCK_A028,omk_dividend
81,gmoe,dividend,STOCK,R04,A028,A008,0.035080929869950664,STOCK_A028,omk_dividend
81,gmoe,dividend,STOCK,R04,A028,A009,0.14592583877922113,STOCK_A028,omk_dividend
81,gmoe,dividend,STOCK,R04,A028,A010,0.0631845434806671,STOCK_A028,omk_dividend
81,gmoe,dividend,STOCK,R04,A028,A011,0.025645613983132372,STOCK_A028,omk_dividend
81,gmoe,dividend,STOCK,R04,A028,A013,0.013646365525374876,STOCK_A028,omk_dividend
81,gmoe,dividend,STOCK,R04,A028,A014,0.07596267751794628,STOCK_A028,omk_dividend
81,gmoe,dividend,STOCK,R04,A028,A015,0.03852224048899658,STOCK_A028,omk_dividend
81,gmoe,dividend,STOCK,R04,A028,A016,0.02143064855549116,STOCK_A028,omk_dividend
81,gmoe,dividend,STOCK,R04,A028,A017,0.03057693400351769,STOCK_A028,omk_dividend
81,gmoe,dividend,STOCK,R04,A028,A019,0.15772557260915698,STOCK_A028,omk_dividend
81,gmoe,dividend,STOCK,R04,A028,A027,0.015521346349816228,STOCK_A028,omk_dividend
81,gmoe,dividend,STOCK,R04,A028,A028,1.844372401453472,STOCK_A028,omk_dividend
81,gmoe,dividend,STOCK,R04,A028,A029,0.022867705169365135,STOCK_A028,omk_dividend
81,gmoe,dividend,STOCK,R04,A028,A030,0.01608463775661273,STOCK_A028,omk_dividend
81,gmoe,dividend,STOCK,R04,A028,A031,0.012633311108759468,STOCK_A028,omk_dividend
81,gmoe,dividend,STOCK,R04,A028,A033,0.09586275746655216,STOCK_A028,omk_dividend
81,gmoe,dividend,STOCK,R04,A028,A034,0.0135991172857866,STOCK_A028,omk_dividend
81,gmoe,dividend,STOCK,R04,A028,A035,0.011321395507632677,STOCK_A028,omk_dividend
81,gmoe,dividend,STOCK,R04,A028,A036,0.053685600574975345,STOCK_A028,omk_dividend
81,gmoe,dividend,STOCK,R04,A028,A043,0.16110311608518962,STOCK_A028,omk_dividend
81,gmoe,dividend,STOCK,R04,A028,A044,0.039740009927824144,STOCK_A028,omk_dividend
81,gmoe,credit_market,DEBT,R03,A014,A001,3.5,CR_81_A001,omk_credit
81,gmoe,credit_market,DEBT,R02,A014,A003,3.5,CR_81_A003,omk_credit
81,gmoe,credit_market,DEBT,R00,A014,A027,3.5,CR_81_A027,omk_credit
81,gmoe,credit_market,DEBT,R03,A014,A031,3.5,CR_81_A031,omk_credit
81,gmoe,credit_settlement,DEBT,R02,A002,A014,3.8500000000000005,CR_76_A002,fulfilled_omk
81,gmoe,credit_settlement,DEBT,R02,A008,A014,3.8500000000000005,CR_76_A008,fulfilled_omk
81,gmoe,credit_settlement,DEBT,R04,A030,A014,3.8500000000000005,CR_76_A030,fulfilled_omk
81,gmoe,interregional_bridge,BRIDGE,R00,A012,R01,1.112900032873356,PKT_81_R00_R01_241,sent
81,gmoe,interregional_bridge,BRIDGE,R02,A009,R04,2.0,PKT_81_R02_R04_242,sent
81,gmoe,interregional_bridge,BRIDGE,R02,A057,R04,0.7162861911771343,PKT_81_R02_R04_243,sent
81,gmoe,repair_fund,REPAIR,R04,repair_fund,A010,2.5,repair_harm,funded
82,gmoe,goods_market,OMK,R04,A051,A038,3.315956310748901,goods,insufficient_omk
82,gmoe,securities_market,STOCK,R00,A039,A009,6.145111629600256,STOCK_A009,paid_omk
82,gmoe,securities_market,STOCK,R01,A044,A033,28.32998037740061,STOCK_A033,insufficient_omk
82,gmoe,securities_market,STOCK,R01,A000,A033,13.626033708113486,STOCK_A033,paid_omk
82,gmoe,securities_market,STOCK,R00,A027,A028,49.02486207482796,STOCK_A028,insufficient_omk
82,gmoe,securities_market,STOCK,R02,A019,A009,4.2256749483797265,STOCK_A009,paid_omk
82,gmoe,securities_market,STOCK,R00,A013,A036,6.091730821517299,STOCK_A036,paid_omk
82,gmoe,securities_market,STOCK,R04,A025,A028,34.90452209794889,STOCK_A028,insufficient_omk
82,gmoe,securities_market,STOCK,R00,A012,A009,25.004851305641512,STOCK_A009,insufficient_omk
82,gmoe,securities_market,STOCK,R04,A038,A014,38.56265543349621,STOCK_A014,insufficient_omk
82,gmoe,securities_market,STOCK,R01,A043,A009,3.7350130915858726,STOCK_A009,paid_omk
82,gmoe,securities_market,STOCK,R01,A053,A028,8.744645507850532,STOCK_A028,insufficient_omk
82,gmoe,securities_market,STOCK,R02,A005,A036,25.40921565070365,STOCK_A036,insufficient_omk
82,gmoe,dividend,STOCK,R02,A009,A000,0.07613832770129698,STOCK_A009,omk_dividend
82,gmoe,dividend,STOCK,R02,A009,A001,0.009041861408575066,STOCK_A009,omk_dividend
82,gmoe,dividend,STOCK,R02,A009,A003,0.019485603599990797,STOCK_A009,omk_dividend
82,gmoe,dividend,STOCK,R02,A009,A006,0.012826948244543447,STOCK_A009,omk_dividend
82,gmoe,dividend,STOCK,R02,A009,A007,0.07353932457189975,STOCK_A009,omk_dividend
82,gmoe,dividend,STOCK,R02,A009,A009,1.4039000751679716,STOCK_A009,omk_dividend
82,gmoe,dividend,STOCK,R02,A009,A010,0.0467665982209768,STOCK_A009,omk_dividend
82,gmoe,dividend,STOCK,R02,A009,A011,0.05846507829877867,STOCK_A009,omk_dividend
82,gmoe,dividend,STOCK,R02,A009,A013,0.04607193060241993,STOCK_A009,omk_dividend
82,gmoe,dividend,STOCK,R02,A009,A015,0.061699537029095634,STOCK_A009,omk_dividend
82,gmoe,dividend,STOCK,R02,A009,A016,0.014733035516061699,STOCK_A009,omk_dividend
82,gmoe,dividend,STOCK,R02,A009,A018,0.03846502912754175,STOCK_A009,omk_dividend
82,gmoe,dividend,STOCK,R02,A009,A019,0.027201710812436105,STOCK_A009,omk_dividend
82,gmoe,dividend,STOCK,R02,A009,A020,0.0565256455569032,STOCK_A009,omk_dividend
82,gmoe,dividend,STOCK,R02,A009,A021,0.03409237254990202,STOCK_A009,omk_dividend
82,gmoe,dividend,STOCK,R02,A009,A023,0.06780818696408228,STOCK_A009,omk_dividend
82,gmoe,dividend,STOCK,R02,A009,A024,0.015079337653824335,STOCK_A009,omk_dividend
82,gmoe,dividend,STOCK,R02,A009,A027,0.009852157502176972,STOCK_A009,omk_dividend
82,gmoe,dividend,STOCK,R02,A009,A028,0.0916561670540518,STOCK_A009,omk_dividend
82,gmoe,dividend,STOCK,R02,A009,A029,0.019897380069441112,STOCK_A009,omk_dividend
82,gmoe,dividend,STOCK,R02,A009,A034,0.0076026607490197245,STOCK_A009,omk_dividend
82,gmoe,dividend,STOCK,R02,A009,A036,0.1213150199399148,STOCK_A009,omk_dividend
82,gmoe,dividend,STOCK,R02,A009,A037,0.02043287687338124,STOCK_A009,omk_dividend
82,gmoe,dividend,STOCK,R02,A009,A039,0.012704619021410653,STOCK_A009,omk_dividend
82,gmoe,dividend,STOCK,R02,A009,A040,0.022142736160540737,STOCK_A009,omk_dividend
82,gmoe,dividend,STOCK,R02,A009,A041,0.03798084859123359,STOCK_A009,omk_dividend
82,gmoe,dividend,STOCK,R02,A009,A043,0.08857007628052414,STOCK_A009,omk_dividend
82,gmoe,dividend,STOCK,R02,A009,A044,0.02142749704471768,STOCK_A009,omk_dividend
82,gmoe,dividend,STOCK,R02,A009,A048,0.010202455441670737,STOCK_A009,omk_dividend
82,gmoe,dividend,STOCK,R02,A009,A056,0.02484058461580054,STOCK_A009,omk_dividend
82,gmoe,dividend,STOCK,R03,A014,A000,0.03691514523991102,STOCK_A014,omk_dividend
82,gmoe,dividend,STOCK,R03,A014,A001,0.010727220142918938,STOCK_A014,omk_dividend
82,gmoe,dividend,STOCK,R03,A014,A002,0.049529837503685746,STOCK_A014,omk_dividend
82,gmoe,dividend,STOCK,R03,A014,A003,0.015664687859560773,STOCK_A014,omk_dividend
82,gmoe,dividend,STOCK,R03,A014,A004,0.04451592690225143,STOCK_A014,omk_dividend
82,gmoe,dividend,STOCK,R03,A014,A005,0.04834281532697423,STOCK_A014,omk_dividend
82,gmoe,dividend,STOCK,R03,A014,A006,0.059640896925256884,STOCK_A014,omk_dividend
82,gmoe,dividend,STOCK,R03,A014,A007,0.08528466121571747,STOCK_A014,omk_dividend
