month,global_gdp_wk,total_truth_score,positive_truth_score,truth_debt_score,avg_inflation,avg_stability,avg_unemployment,avg_environment,avg_company_reputation,fiat_trade_wk,truth_trade_score,loans_wk,conflicts,frauds_detected,shocks,un_legitimacy,un_audit_strength
106,6235.431278898732,-685517.4709885708,171210.84442331153,856728.3154118824,0.4005773681246784,0.01,0.5389711794890126,0.4372931397316059,0.842363194038896,488.42899837830214,45.968848936416705,65.41226924685623,0.0,0.0,0.0,0.6219446941740134,0.6648881666501434
107,5942.9963600784595,-700107.5511118205,170862.45453202905,870970.00564385,0.40052683339909717,0.01,0.5392154772290694,0.4364769975862604,0.8426017887339943,454.9710536088606,46.06107337836048,61.450365457943775,0.0,0.0,0.0,0.6219489157489947,0.6649468273833523
108,5683.351539870708,-715064.8696376387,170440.22150503827,885505.0911426778,0.4046831524817906,0.01,0.5394699749602454,0.43568786476161225,0.8428029498800227,440.03468112028474,42.74448937866419,66.5441391632353,1.0,0.0,0.0,0.6219531490003511,0.6650052400220428
109,5397.718840584326,-730149.0367653617,170126.12695913095,900275.1637244922,0.40851634092330125,0.01,0.539719005617712,0.4349050366835671,0.843026493847381,425.620177322295,41.56400495922659,56.591765717273276,0.0,0.0,0.0,0.6219554815851956,0.6650634051030194
110,5117.164294166082,-745432.507311239,169683.6177261949,915116.1250374344,0.4122642130013992,0.01,0.5399754597271453,0.43409428347926104,0.8432011377054089,390.9771766226637,36.787387594800755,4.6262645674228065,0.0,0.0,0.0,0.6219578541812675,0.6651213230883595
111,4872.877826715993,-760998.1203293735,169316.26200258144,930314.3823319545,0.4168321664080463,0.01,0.5402353955392063,0.4332730710172643,0.8433958765776342,366.1892871856152,37.60346862446228,14.400815251195567,0.0,0.0,0.0,0.6219602661883983,0.6651789944527321
112,4611.049647931455,-776865.2342812574,168889.47508116945,945754.7093624255,0.41999134542245,0.01,0.540815437045404,0.43247825486768227,0.8436065704252229,357.8039613920183,40.18212263632902,44.297447366223096,0.0,0.0,1.0,0.621962717015422,0.6652364198100231
113,4365.675657922619,-792959.4027481071,168506.6107029033,961466.0134510103,0.42395080374596467,0.01,0.5409645379186189,0.4316739917926862,0.8438517485729129,339.29889579029964,33.19201488199375,24.730907129164166,0.0,0.0,1.0,0.6219652060800405,0.6652935996865857
114,4128.891530970089,-809273.5266272823,168103.709571388,977377.2361986706,0.43026127992786317,0.01,0.5411220684687332,0.43087217701505,0.843980322095896,320.66887955139754,35.35447116461641,26.6989422025862,0.0,0.0,0.0,0.6219677328086897,0.6653505346707532
115,3927.509423680857,-825907.9795763029,167724.36665883218,993632.346235134,0.43542636848761423,0.01,0.5412857530238007,0.4289473199796186,0.8441300731663639,305.48295522148544,34.4757299069424,34.839428463162356,0.0,0.0,1.0,0.6219702966364091,0.6654072253773828
116,3715.4034723270706,-842784.5233750766,167435.37713592118,1010219.9005109989,0.4405390613152702,0.01,0.5415316569530338,0.4281690474691031,0.8443589856124055,284.1401655291143,28.411712761175064,110.32753901052622,0.0,0.0,1.0,0.6219728970067128,0.6654636725572948
117,3514.99687559657,-859976.2022665287,167162.8251114782,1027139.0273780074,0.44564815517838235,0.01,0.5417862544785801,0.4274080658351236,0.8444501341694186,273.432797162635,29.117541504852305,97.31277304613377,0.0,0.0,1.0,0.6219755333714618,0.6655198769058667
118,3326.13844008738,-877407.4588283733,166756.00226786436,1044163.461096238,0.45264772402445475,0.01,0.54203935540765,0.426568557741465,0.8446087902707685,256.93129247046977,31.7666809671344,10.358037610091557,0.0,0.0,0.0,0.6219782051907397,0.6655758391614155
119,3131.432113816884,-895107.9115897777,166338.43564958815,1061446.3472393665,0.4577528265004662,0.01,0.542302506755211,0.4257950148529403,0.844742062336466,240.85600833830256,27.088999880540054,10.129630084072708,0.0,0.0,0.0,0.6219809119327283,0.6656315600994577
120,2942.6563744284445,-913148.7678161821,166023.9328839857,1079172.7007001683,0.4615809459365583,0.01,0.5426041140331327,0.42500348087688955,0.844923182664145,226.25418414893278,24.630475081346564,79.01243514370027,0.0,0.0,0.0,0.6219836530735872,0.6656870404642705
