step,kind,legacy_term_replaced,action,domain,sector,from_region,from_commune,to_region,to_commune,activated_effect,causal_link,direction_vector,note,causality,time,intensity,existence,potencies,effects,substance,matter,difference,determination,phenomena,angle_direction
120,contribution_offer,sell/labour_supply,activate_causal_effect,water,primary_reproduction,Aqua-North Basin,Aqua-Nort Commune 900,Aqua-North Basin,Aqua-Nort Commune 900,41284888.2009,water:Aqua-Nort Commune 900->Aqua-Nort Commune 900,angle=3.237; difference=3.705; determination=3.326,"contribution time directed by truth-vector priority, not wage/price",3.52,3.272368,3.393323,3.793323,2.311334,3.88,3.132871,3.491119,3.704747,3.325565,4.0,3.237109
120,contribution_offer,sell/labour_supply,activate_causal_effect,water,primary_reproduction,Steppe Grain Commons,SteppeGr Commune 516,Steppe Grain Commons,SteppeGr Commune 516,20963188.847759,water:SteppeGr Commune 516->SteppeGr Commune 516,angle=3.256; difference=0.516; determination=1.649,"contribution time directed by truth-vector priority, not wage/price",3.52,1.83742,1.179396,1.561182,2.856607,3.88,4.0,3.144337,0.515974,1.648762,1.336805,3.255594
120,contribution_offer,sell/labour_supply,activate_causal_effect,food,primary_reproduction,Steppe Grain Commons,SteppeGr Commune 516,Steppe Grain Commons,SteppeGr Commune 516,22231980.399642,food:SteppeGr Commune 516->SteppeGr Commune 516,angle=3.256; difference=0.620; determination=1.706,"contribution time directed by truth-vector priority, not wage/price",3.28,1.80436,1.212414,1.574199,2.897588,3.76,4.0,3.144337,0.620285,1.706133,1.440072,3.255594
120,contribution_offer,sell/labour_supply,activate_causal_effect,energy,infrastructure_energy,Steppe Grain Commons,SteppeGr Commune 516,Steppe Grain Commons,SteppeGr Commune 516,25047132.676399,energy:SteppeGr Commune 516->SteppeGr Commune 516,angle=3.208; difference=2.033; determination=2.483,"contribution time directed by truth-vector priority, not wage/price",3.12,2.167872,2.064988,2.358774,3.066244,3.2,4.0,3.144337,2.032534,2.48287,2.838199,3.208
120,contribution_offer,sell/labour_supply,activate_causal_effect,shelter,social_infrastructure,Steppe Grain Commons,SteppeGr Commune 516,Steppe Grain Commons,SteppeGr Commune 516,17864217.800256,shelter:SteppeGr Commune 516->SteppeGr Commune 516,angle=3.120; difference=0.000; determination=1.365,"contribution time directed by truth-vector priority, not wage/price",2.92,1.381232,0.706214,1.032,2.542714,3.52,4.0,3.144337,0.0,1.364976,0.825991,3.12
120,contribution_offer,sell/labour_supply,activate_causal_effect,health,care_reproduction,Steppe Grain Commons,SteppeGr Commune 516,Steppe Grain Commons,SteppeGr Commune 516,18708011.254783,health:SteppeGr Commune 516->SteppeGr Commune 516,angle=3.256; difference=0.000; determination=1.365,"contribution time directed by truth-vector priority, not wage/price",3.04,1.445232,0.738214,1.08,2.659125,3.64,4.0,3.144337,0.0,1.364976,0.825991,3.255594
120,contribution_offer,sell/labour_supply,activate_causal_effect,care,care_reproduction,Steppe Grain Commons,SteppeGr Commune 516,Steppe Grain Commons,SteppeGr Commune 516,17926782.556416,care:SteppeGr Commune 516->SteppeGr Commune 516,angle=3.256; difference=0.000; determination=1.365,"contribution time directed by truth-vector priority, not wage/price",3.24,1.221232,0.626214,0.912,2.919434,3.2,4.0,3.144337,0.0,1.364976,0.825991,3.255594
120,contribution_offer,sell/labour_supply,activate_causal_effect,education,knowledge_reproduction,Steppe Grain Commons,SteppeGr Commune 516,Steppe Grain Commons,SteppeGr Commune 516,16370877.128512,education:SteppeGr Commune 516->SteppeGr Commune 516,angle=2.591; difference=0.000; determination=1.365,"contribution time directed by truth-vector priority, not wage/price",2.8,0.997232,0.514214,0.744,2.916149,3.0,4.0,3.144337,0.0,1.364976,0.825991,2.59147
120,contribution_offer,sell/labour_supply,activate_causal_effect,mobility,logistics_circulation,Steppe Grain Commons,SteppeGr Commune 516,Steppe Grain Commons,SteppeGr Commune 516,14979221.488892,mobility:SteppeGr Commune 516->SteppeGr Commune 516,angle=2.867; difference=0.000; determination=1.365,"contribution time directed by truth-vector priority, not wage/price",2.64,0.805232,0.418214,0.6,2.748173,2.28,4.0,3.144337,0.0,1.364976,0.825991,2.8672
120,contribution_offer,sell/labour_supply,activate_causal_effect,manufacturing,material_transformation,Steppe Grain Commons,SteppeGr Commune 516,Steppe Grain Commons,SteppeGr Commune 516,17091511.982617,manufacturing:SteppeGr Commune 516->SteppeGr Commune 516,angle=3.576; difference=0.000; determination=1.365,"contribution time directed by truth-vector priority, not wage/price",2.88,1.061232,0.546214,0.792,3.012224,2.96,4.0,3.144337,0.0,1.364976,0.825991,3.576
120,contribution_offer,sell/labour_supply,activate_causal_effect,storage,resilience_capital,Steppe Grain Commons,SteppeGr Commune 516,Steppe Grain Commons,SteppeGr Commune 516,16745026.771723,storage:SteppeGr Commune 516->SteppeGr Commune 516,angle=3.360; difference=0.000; determination=1.365,"contribution time directed by truth-vector priority, not wage/price",3.08,1.029232,0.530214,0.768,3.014996,3.08,4.0,3.144337,0.0,1.364976,0.825991,3.36
120,contribution_offer,sell/labour_supply,activate_causal_effect,governance,institutional_coordination,Steppe Grain Commons,SteppeGr Commune 516,Steppe Grain Commons,SteppeGr Commune 516,17119868.196013,governance:SteppeGr Commune 516->SteppeGr Commune 516,angle=3.303; difference=0.000; determination=1.365,"contribution time directed by truth-vector priority, not wage/price",2.68,1.189232,0.610214,0.888,3.107572,3.44,4.0,3.144337,0.0,1.364976,0.825991,3.302967
120,contribution_offer,sell/labour_supply,activate_causal_effect,knowledge,knowledge_reproduction,Steppe Grain Commons,SteppeGr Commune 516,Steppe Grain Commons,SteppeGr Commune 516,16926006.795148,knowledge:SteppeGr Commune 516->SteppeGr Commune 516,angle=3.303; difference=0.000; determination=1.365,"contribution time directed by truth-vector priority, not wage/price",2.76,1.093232,0.562214,0.816,3.232568,3.28,4.0,3.144337,0.0,1.364976,0.825991,3.302967
120,contribution_offer,sell/labour_supply,activate_causal_effect,resilience,risk_protection,Steppe Grain Commons,SteppeGr Commune 516,Steppe Grain Commons,SteppeGr Commune 516,17471948.286512,resilience:SteppeGr Commune 516->SteppeGr Commune 516,angle=3.314; difference=0.000; determination=1.365,"contribution time directed by truth-vector priority, not wage/price",2.52,1.317232,0.674214,0.984,2.884369,3.52,4.0,3.144337,0.0,1.364976,0.825991,3.31363
120,contribution_offer,sell/labour_supply,activate_causal_effect,repair,circular_industry,Steppe Grain Commons,SteppeGr Commune 516,Steppe Grain Commons,SteppeGr Commune 516,16948142.446754,repair:SteppeGr Commune 516->SteppeGr Commune 516,angle=3.297; difference=0.000; determination=1.365,"contribution time directed by truth-vector priority, not wage/price",3.28,0.933232,0.482214,0.696,2.522346,2.88,4.0,3.144337,0.0,1.364976,0.825991,3.297061
120,contribution_offer,sell/labour_supply,activate_causal_effect,ecology,planetary_regeneration,Steppe Grain Commons,SteppeGr Commune 516,Steppe Grain Commons,SteppeGr Commune 516,22892514.227402,ecology:SteppeGr Commune 516->SteppeGr Commune 516,angle=3.297; difference=1.029; determination=1.931,"contribution time directed by truth-vector priority, not wage/price",2.76,1.940106,1.474241,1.824027,3.048499,3.84,4.0,3.144337,1.028609,1.930711,1.844314,3.297061
120,contribution_offer,sell/labour_supply,activate_causal_effect,waste,material_difference_resolution,Steppe Grain Commons,SteppeGr Commune 516,Steppe Grain Commons,SteppeGr Commune 516,20341680.070722,waste:SteppeGr Commune 516->SteppeGr Commune 516,angle=3.297; difference=0.851; determination=1.833,"contribution time directed by truth-vector priority, not wage/price",3.36,1.508183,1.173916,1.435702,2.522346,3.04,4.0,3.144337,0.851003,1.833028,1.668484,3.297061
120,contribution_offer,sell/labour_supply,activate_causal_effect,water,primary_reproduction,Steppe Grain Commons,SteppeGr Commune 706,Steppe Grain Commons,SteppeGr Commune 706,139320290.620562,water:SteppeGr Commune 706->SteppeGr Commune 706,angle=3.262; difference=3.203; determination=3.153,"contribution time directed by truth-vector priority, not wage/price",3.52,3.04679,3.078769,3.442424,2.252142,3.88,3.169329,2.985452,3.203463,3.153376,4.0,3.261953
120,contribution_offer,sell/labour_supply,activate_causal_effect,food,primary_reproduction,Steppe Grain Commons,SteppeGr Commune 706,Steppe Grain Commons,SteppeGr Commune 706,154092325.032262,food:SteppeGr Commune 706->SteppeGr Commune 706,angle=3.262; difference=4.000; determination=3.591,"contribution time directed by truth-vector priority, not wage/price",3.28,3.325232,3.596345,3.94,2.211721,3.76,3.169329,2.985452,4.0,3.591472,4.0,3.261953
120,contribution_offer,sell/labour_supply,activate_causal_effect,energy,infrastructure_energy,Steppe Grain Commons,SteppeGr Commune 706,Steppe Grain Commons,SteppeGr Commune 706,143301207.083398,energy:SteppeGr Commune 706->SteppeGr Commune 706,angle=3.208; difference=3.763; determination=3.461,"contribution time directed by truth-vector priority, not wage/price",3.12,2.946555,3.294402,3.570057,2.907579,3.2,3.169329,2.985452,3.762939,3.461088,4.0,3.208
120,contribution_offer,sell/labour_supply,activate_causal_effect,shelter,social_infrastructure,Steppe Grain Commons,SteppeGr Commune 706,Steppe Grain Commons,SteppeGr Commune 706,83477463.31286,shelter:SteppeGr Commune 706->SteppeGr Commune 706,angle=3.120; difference=0.000; determination=1.391,"contribution time directed by truth-vector priority, not wage/price",2.92,1.381232,0.724345,1.032,2.712561,3.52,3.169329,2.985452,0.0,1.391472,0.836589,3.12
120,contribution_offer,sell/labour_supply,activate_causal_effect,health,care_reproduction,Steppe Grain Commons,SteppeGr Commune 706,Steppe Grain Commons,SteppeGr Commune 706,85436763.847556,health:SteppeGr Commune 706->SteppeGr Commune 706,angle=3.262; difference=0.000; determination=1.391,"contribution time directed by truth-vector priority, not wage/price",3.04,1.445232,0.756345,1.08,2.120249,3.64,3.169329,2.985452,0.0,1.391472,0.836589,3.261953
120,contribution_offer,sell/labour_supply,activate_causal_effect,care,care_reproduction,Steppe Grain Commons,SteppeGr Commune 706,Steppe Grain Commons,SteppeGr Commune 706,82340140.090419,care:SteppeGr Commune 706->SteppeGr Commune 706,angle=3.262; difference=0.000; determination=1.391,"contribution time directed by truth-vector priority, not wage/price",3.24,1.221232,0.644345,0.912,2.590158,3.2,3.169329,2.985452,0.0,1.391472,0.836589,3.261953
120,contribution_offer,sell/labour_supply,activate_causal_effect,education,knowledge_reproduction,Steppe Grain Commons,SteppeGr Commune 706,Steppe Grain Commons,SteppeGr Commune 706,74090156.875156,education:SteppeGr Commune 706->SteppeGr Commune 706,angle=2.591; difference=0.000; determination=1.391,"contribution time directed by truth-vector priority, not wage/price",2.8,0.997232,0.532345,0.744,2.302624,3.0,3.169329,2.985452,0.0,1.391472,0.836589,2.59147
120,contribution_offer,sell/labour_supply,activate_causal_effect,mobility,logistics_circulation,Steppe Grain Commons,SteppeGr Commune 706,Steppe Grain Commons,SteppeGr Commune 706,67225797.053734,mobility:SteppeGr Commune 706->SteppeGr Commune 706,angle=2.867; difference=0.000; determination=1.391,"contribution time directed by truth-vector priority, not wage/price",2.64,0.805232,0.436345,0.6,2.043635,2.28,3.169329,2.985452,0.0,1.391472,0.836589,2.8672
120,contribution_offer,sell/labour_supply,activate_causal_effect,manufacturing,material_transformation,Steppe Grain Commons,SteppeGr Commune 706,Steppe Grain Commons,SteppeGr Commune 706,78799390.000097,manufacturing:SteppeGr Commune 706->SteppeGr Commune 706,angle=3.576; difference=0.000; determination=1.391,"contribution time directed by truth-vector priority, not wage/price",2.88,1.061232,0.564345,0.792,2.827627,2.96,3.169329,2.985452,0.0,1.391472,0.836589,3.576
120,contribution_offer,sell/labour_supply,activate_causal_effect,storage,resilience_capital,Steppe Grain Commons,SteppeGr Commune 706,Steppe Grain Commons,SteppeGr Commune 706,76489368.26406,storage:SteppeGr Commune 706->SteppeGr Commune 706,angle=3.360; difference=0.000; determination=1.391,"contribution time directed by truth-vector priority, not wage/price",3.08,1.029232,0.548345,0.768,2.573731,3.08,3.169329,2.985452,0.0,1.391472,0.836589,3.36
120,contribution_offer,sell/labour_supply,activate_causal_effect,governance,institutional_coordination,Steppe Grain Commons,SteppeGr Commune 706,Steppe Grain Commons,SteppeGr Commune 706,78180834.773624,governance:SteppeGr Commune 706->SteppeGr Commune 706,angle=3.340; difference=0.000; determination=1.391,"contribution time directed by truth-vector priority, not wage/price",2.68,1.189232,0.628345,0.888,2.59583,3.44,3.169329,2.985452,0.0,1.391472,0.836589,3.34006
120,contribution_offer,sell/labour_supply,activate_causal_effect,knowledge,knowledge_reproduction,Steppe Grain Commons,SteppeGr Commune 706,Steppe Grain Commons,SteppeGr Commune 706,75752099.595748,knowledge:SteppeGr Commune 706->SteppeGr Commune 706,angle=3.340; difference=0.000; determination=1.391,"contribution time directed by truth-vector priority, not wage/price",2.76,1.093232,0.580345,0.816,2.199399,3.28,3.169329,2.985452,0.0,1.391472,0.836589,3.34006
120,contribution_offer,sell/labour_supply,activate_causal_effect,resilience,risk_protection,Steppe Grain Commons,SteppeGr Commune 706,Steppe Grain Commons,SteppeGr Commune 706,79556907.955614,resilience:SteppeGr Commune 706->SteppeGr Commune 706,angle=3.351; difference=0.000; determination=1.391,"contribution time directed by truth-vector priority, not wage/price",2.52,1.317232,0.692345,0.984,2.272146,3.52,3.169329,2.985452,0.0,1.391472,0.836589,3.350723
120,contribution_offer,sell/labour_supply,activate_causal_effect,repair,circular_industry,Steppe Grain Commons,SteppeGr Commune 706,Steppe Grain Commons,SteppeGr Commune 706,78964231.036865,repair:SteppeGr Commune 706->SteppeGr Commune 706,angle=3.297; difference=0.000; determination=1.391,"contribution time directed by truth-vector priority, not wage/price",3.28,0.933232,0.500345,0.696,2.649344,2.88,3.169329,2.985452,0.0,1.391472,0.836589,3.297061
120,contribution_offer,sell/labour_supply,activate_causal_effect,ecology,planetary_regeneration,Steppe Grain Commons,SteppeGr Commune 706,Steppe Grain Commons,SteppeGr Commune 706,104623571.760737,ecology:SteppeGr Commune 706->SteppeGr Commune 706,angle=3.297; difference=1.029; determination=1.957,"contribution time directed by truth-vector priority, not wage/price",2.76,1.940178,1.492484,1.824139,2.230177,3.84,3.169329,2.985452,1.028769,1.957295,1.85507,3.297061
120,contribution_offer,sell/labour_supply,activate_causal_effect,waste,material_difference_resolution,Steppe Grain Commons,SteppeGr Commune 706,Steppe Grain Commons,SteppeGr Commune 706,95226746.651125,waste:SteppeGr Commune 706->SteppeGr Commune 706,angle=3.297; difference=0.851; determination=1.860,"contribution time directed by truth-vector priority, not wage/price",3.36,1.508186,1.192052,1.435707,2.649344,3.04,3.169329,2.985452,0.851009,1.859527,1.679088,3.297061
120,contribution_offer,sell/labour_supply,activate_causal_effect,water,primary_reproduction,Steppe Grain Commons,SteppeGr Commune 055,Steppe Grain Commons,SteppeGr Commune 055,39137504.823126,water:SteppeGr Commune 055->SteppeGr Commune 055,angle=3.295; difference=0.000; determination=1.528,"contribution time directed by truth-vector priority, not wage/price",3.52,1.605232,0.8,1.2,2.744281,3.88,4.0,2.822178,0.0,1.527912,0.891165,3.294699
120,contribution_offer,sell/labour_supply,activate_causal_effect,food,primary_reproduction,Steppe Grain Commons,SteppeGr Commune 055,Steppe Grain Commons,SteppeGr Commune 055,40347722.446805,food:SteppeGr Commune 055->SteppeGr Commune 055,angle=3.295; difference=0.000; determination=1.528,"contribution time directed by truth-vector priority, not wage/price",3.28,1.525232,0.76,1.14,2.660013,3.76,4.0,2.822178,0.0,1.527912,0.891165,3.294699
120,contribution_offer,sell/labour_supply,activate_causal_effect,energy,infrastructure_energy,Steppe Grain Commons,SteppeGr Commune 055,Steppe Grain Commons,SteppeGr Commune 055,47708080.589265,energy:SteppeGr Commune 055->SteppeGr Commune 055,angle=3.208; difference=1.599; determination=2.408,"contribution time directed by truth-vector priority, not wage/price",3.12,1.972916,1.743508,2.055508,2.710405,3.2,4.0,2.822178,1.599296,2.407525,2.474468,3.208
120,contribution_offer,sell/labour_supply,activate_causal_effect,shelter,social_infrastructure,Steppe Grain Commons,SteppeGr Commune 055,Steppe Grain Commons,SteppeGr Commune 055,36510114.290429,shelter:SteppeGr Commune 055->SteppeGr Commune 055,angle=3.120; difference=0.000; determination=1.528,"contribution time directed by truth-vector priority, not wage/price",2.92,1.381232,0.688,1.032,2.653489,3.52,4.0,2.822178,0.0,1.527912,0.891165,3.12
120,contribution_offer,sell/labour_supply,activate_causal_effect,health,care_reproduction,Steppe Grain Commons,SteppeGr Commune 055,Steppe Grain Commons,SteppeGr Commune 055,38309446.657415,health:SteppeGr Commune 055->SteppeGr Commune 055,angle=3.295; difference=0.000; determination=1.528,"contribution time directed by truth-vector priority, not wage/price",3.04,1.445232,0.72,1.08,2.889273,3.64,4.0,2.822178,0.0,1.527912,0.891165,3.294699
120,contribution_offer,sell/labour_supply,activate_causal_effect,care,care_reproduction,Steppe Grain Commons,SteppeGr Commune 055,Steppe Grain Commons,SteppeGr Commune 055,36119763.160655,care:SteppeGr Commune 055->SteppeGr Commune 055,angle=3.295; difference=0.000; determination=1.528,"contribution time directed by truth-vector priority, not wage/price",3.24,1.221232,0.608,0.912,2.613931,3.2,4.0,2.822178,0.0,1.527912,0.891165,3.294699
120,contribution_offer,sell/labour_supply,activate_causal_effect,education,knowledge_reproduction,Steppe Grain Commons,SteppeGr Commune 055,Steppe Grain Commons,SteppeGr Commune 055,32691079.725361,education:SteppeGr Commune 055->SteppeGr Commune 055,angle=2.591; difference=0.000; determination=1.528,"contribution time directed by truth-vector priority, not wage/price",2.8,0.997232,0.496,0.744,2.41974,3.0,4.0,2.822178,0.0,1.527912,0.891165,2.59147
120,contribution_offer,sell/labour_supply,activate_causal_effect,mobility,logistics_circulation,Steppe Grain Commons,SteppeGr Commune 055,Steppe Grain Commons,SteppeGr Commune 055,30394185.581803,mobility:SteppeGr Commune 055->SteppeGr Commune 055,angle=2.867; difference=0.000; determination=1.528,"contribution time directed by truth-vector priority, not wage/price",2.64,0.805232,0.4,0.6,2.603663,2.28,4.0,2.822178,0.0,1.527912,0.891165,2.8672
120,contribution_offer,sell/labour_supply,activate_causal_effect,manufacturing,material_transformation,Steppe Grain Commons,SteppeGr Commune 055,Steppe Grain Commons,SteppeGr Commune 055,34055443.713588,manufacturing:SteppeGr Commune 055->SteppeGr Commune 055,angle=3.576; difference=0.000; determination=1.528,"contribution time directed by truth-vector priority, not wage/price",2.88,1.061232,0.528,0.792,2.361418,2.96,4.0,2.822178,0.0,1.527912,0.891165,3.576
120,contribution_offer,sell/labour_supply,activate_causal_effect,storage,resilience_capital,Steppe Grain Commons,SteppeGr Commune 055,Steppe Grain Commons,SteppeGr Commune 055,33538624.247598,storage:SteppeGr Commune 055->SteppeGr Commune 055,angle=3.360; difference=0.000; determination=1.528,"contribution time directed by truth-vector priority, not wage/price",3.08,1.029232,0.512,0.768,2.353123,3.08,4.0,2.822178,0.0,1.527912,0.891165,3.36
120,contribution_offer,sell/labour_supply,activate_causal_effect,governance,institutional_coordination,Steppe Grain Commons,SteppeGr Commune 055,Steppe Grain Commons,SteppeGr Commune 055,35059208.864756,governance:SteppeGr Commune 055->SteppeGr Commune 055,angle=3.531; difference=0.000; determination=1.528,"contribution time directed by truth-vector priority, not wage/price",2.68,1.189232,0.592,0.888,2.823356,3.44,4.0,2.822178,0.0,1.527912,0.891165,3.531077
120,contribution_offer,sell/labour_supply,activate_causal_effect,knowledge,knowledge_reproduction,Steppe Grain Commons,SteppeGr Commune 055,Steppe Grain Commons,SteppeGr Commune 055,34214981.377781,knowledge:SteppeGr Commune 055->SteppeGr Commune 055,angle=3.531; difference=0.000; determination=1.528,"contribution time directed by truth-vector priority, not wage/price",2.76,1.093232,0.544,0.816,2.596805,3.28,4.0,2.822178,0.0,1.527912,0.891165,3.531077
120,contribution_offer,sell/labour_supply,activate_causal_effect,resilience,risk_protection,Steppe Grain Commons,SteppeGr Commune 055,Steppe Grain Commons,SteppeGr Commune 055,35817215.807369,resilience:SteppeGr Commune 055->SteppeGr Commune 055,angle=3.542; difference=0.000; determination=1.528,"contribution time directed by truth-vector priority, not wage/price",2.52,1.317232,0.656,0.984,2.663047,3.52,4.0,2.822178,0.0,1.527912,0.891165,3.54174
120,contribution_offer,sell/labour_supply,activate_causal_effect,repair,circular_industry,Steppe Grain Commons,SteppeGr Commune 055,Steppe Grain Commons,SteppeGr Commune 055,34661333.552463,repair:SteppeGr Commune 055->SteppeGr Commune 055,angle=3.297; difference=0.000; determination=1.528,"contribution time directed by truth-vector priority, not wage/price",3.28,0.933232,0.464,0.696,2.682241,2.88,4.0,2.822178,0.0,1.527912,0.891165,3.297061
120,contribution_offer,sell/labour_supply,activate_causal_effect,ecology,planetary_regeneration,Steppe Grain Commons,SteppeGr Commune 055,Steppe Grain Commons,SteppeGr Commune 055,45879526.093555,ecology:SteppeGr Commune 055->SteppeGr Commune 055,angle=3.297; difference=1.029; determination=2.094,"contribution time directed by truth-vector priority, not wage/price",2.76,1.940117,1.456044,1.824044,2.486784,3.84,4.0,2.822178,1.028634,2.093661,1.909513,3.297061
120,contribution_offer,sell/labour_supply,activate_causal_effect,waste,material_difference_resolution,Steppe Grain Commons,SteppeGr Commune 055,Steppe Grain Commons,SteppeGr Commune 055,41737640.371797,waste:SteppeGr Commune 055->SteppeGr Commune 055,angle=3.297; difference=0.851; determination=1.996,"contribution time directed by truth-vector priority, not wage/price",3.36,1.508177,1.155691,1.435691,2.682241,3.04,4.0,2.822178,0.850988,1.995955,1.733643,3.297061
120,contribution_offer,sell/labour_supply,activate_causal_effect,water,primary_reproduction,Urban Repair Web,UrbanRep Commune 116,Urban Repair Web,UrbanRep Commune 116,66838624.406174,water:UrbanRep Commune 116->UrbanRep Commune 116,angle=3.314; difference=0.000; determination=1.608,"contribution time directed by truth-vector priority, not wage/price",3.52,1.605232,0.8,1.2,3.020243,3.88,4.0,3.435102,0.0,1.60763,0.923052,3.313831
120,contribution_offer,sell/labour_supply,activate_causal_effect,food,primary_reproduction,Urban Repair Web,UrbanRep Commune 116,Urban Repair Web,UrbanRep Commune 116,69608064.740781,food:UrbanRep Commune 116->UrbanRep Commune 116,angle=3.314; difference=0.000; determination=1.608,"contribution time directed by truth-vector priority, not wage/price",3.28,1.525232,0.76,1.14,3.480282,3.76,4.0,3.435102,0.0,1.60763,0.923052,3.313831
120,contribution_offer,sell/labour_supply,activate_causal_effect,energy,infrastructure_energy,Urban Repair Web,UrbanRep Commune 116,Urban Repair Web,UrbanRep Commune 116,78739447.477633,energy:UrbanRep Commune 116->UrbanRep Commune 116,angle=3.208; difference=1.429; determination=2.393,"contribution time directed by truth-vector priority, not wage/price",3.12,1.896065,1.623963,1.935963,2.85984,3.2,4.0,3.435102,1.428519,2.393316,2.337286,3.208
120,contribution_offer,sell/labour_supply,activate_causal_effect,shelter,social_infrastructure,Urban Repair Web,UrbanRep Commune 116,Urban Repair Web,UrbanRep Commune 116,61512762.342987,shelter:UrbanRep Commune 116->UrbanRep Commune 116,angle=3.120; difference=0.000; determination=1.608,"contribution time directed by truth-vector priority, not wage/price",2.92,1.381232,0.688,1.032,2.50441,3.52,4.0,3.435102,0.0,1.60763,0.923052,3.12
120,contribution_offer,sell/labour_supply,activate_causal_effect,health,care_reproduction,Urban Repair Web,UrbanRep Commune 116,Urban Repair Web,UrbanRep Commune 116,64738655.393252,health:UrbanRep Commune 116->UrbanRep Commune 116,angle=3.314; difference=0.000; determination=1.608,"contribution time directed by truth-vector priority, not wage/price",3.04,1.445232,0.72,1.08,2.87926,3.64,4.0,3.435102,0.0,1.60763,0.923052,3.313831
120,contribution_offer,sell/labour_supply,activate_causal_effect,care,care_reproduction,Urban Repair Web,UrbanRep Commune 116,Urban Repair Web,UrbanRep Commune 116,61783760.52152,care:UrbanRep Commune 116->UrbanRep Commune 116,angle=3.314; difference=0.000; determination=1.608,"contribution time directed by truth-vector priority, not wage/price",3.24,1.221232,0.608,0.912,2.903511,3.2,4.0,3.435102,0.0,1.60763,0.923052,3.313831
120,contribution_offer,sell/labour_supply,activate_causal_effect,education,knowledge_reproduction,Urban Repair Web,UrbanRep Commune 116,Urban Repair Web,UrbanRep Commune 116,56440359.677943,education:UrbanRep Commune 116->UrbanRep Commune 116,angle=2.591; difference=0.000; determination=1.608,"contribution time directed by truth-vector priority, not wage/price",2.8,0.997232,0.496,0.744,2.878654,3.0,4.0,3.435102,0.0,1.60763,0.923052,2.59147
120,contribution_offer,sell/labour_supply,activate_causal_effect,mobility,logistics_circulation,Urban Repair Web,UrbanRep Commune 116,Urban Repair Web,UrbanRep Commune 116,52777748.9947,mobility:UrbanRep Commune 116->UrbanRep Commune 116,angle=2.867; difference=0.000; determination=1.608,"contribution time directed by truth-vector priority, not wage/price",2.64,0.805232,0.4,0.6,3.090786,2.28,4.0,3.435102,0.0,1.60763,0.923052,2.8672
120,contribution_offer,sell/labour_supply,activate_causal_effect,manufacturing,material_transformation,Urban Repair Web,UrbanRep Commune 116,Urban Repair Web,UrbanRep Commune 116,59492607.943134,manufacturing:UrbanRep Commune 116->UrbanRep Commune 116,angle=3.576; difference=0.000; determination=1.608,"contribution time directed by truth-vector priority, not wage/price",2.88,1.061232,0.528,0.792,3.17049,2.96,4.0,3.435102,0.0,1.60763,0.923052,3.576
120,contribution_offer,sell/labour_supply,activate_causal_effect,storage,resilience_capital,Urban Repair Web,UrbanRep Commune 116,Urban Repair Web,UrbanRep Commune 116,58820953.82051,storage:UrbanRep Commune 116->UrbanRep Commune 116,angle=3.360; difference=0.000; determination=1.608,"contribution time directed by truth-vector priority, not wage/price",3.08,1.029232,0.512,0.768,3.179103,3.08,4.0,3.435102,0.0,1.60763,0.923052,3.36
120,contribution_offer,sell/labour_supply,activate_causal_effect,governance,institutional_coordination,Urban Repair Web,UrbanRep Commune 116,Urban Repair Web,UrbanRep Commune 116,60107935.762681,governance:UrbanRep Commune 116->UrbanRep Commune 116,angle=3.643; difference=0.000; determination=1.608,"contribution time directed by truth-vector priority, not wage/price",2.68,1.189232,0.592,0.888,2.942761,3.44,4.0,3.435102,0.0,1.60763,0.923052,3.642682
120,contribution_offer,sell/labour_supply,activate_causal_effect,knowledge,knowledge_reproduction,Urban Repair Web,UrbanRep Commune 116,Urban Repair Web,UrbanRep Commune 116,59673144.586759,knowledge:UrbanRep Commune 116->UrbanRep Commune 116,angle=3.643; difference=0.000; determination=1.608,"contribution time directed by truth-vector priority, not wage/price",2.76,1.093232,0.544,0.816,3.18292,3.28,4.0,3.435102,0.0,1.60763,0.923052,3.642682
120,contribution_offer,sell/labour_supply,activate_causal_effect,resilience,risk_protection,Urban Repair Web,UrbanRep Commune 116,Urban Repair Web,UrbanRep Commune 116,61512329.172736,resilience:UrbanRep Commune 116->UrbanRep Commune 116,angle=3.653; difference=0.000; determination=1.608,"contribution time directed by truth-vector priority, not wage/price",2.52,1.317232,0.656,0.984,2.866869,3.52,4.0,3.435102,0.0,1.60763,0.923052,3.653345
120,contribution_offer,sell/labour_supply,activate_causal_effect,repair,circular_industry,Urban Repair Web,UrbanRep Commune 116,Urban Repair Web,UrbanRep Commune 116,58882649.326745,repair:UrbanRep Commune 116->UrbanRep Commune 116,angle=3.297; difference=0.000; determination=1.608,"contribution time directed by truth-vector priority, not wage/price",3.28,0.933232,0.464,0.696,2.753109,2.88,4.0,3.435102,0.0,1.60763,0.923052,3.297061
120,contribution_offer,sell/labour_supply,activate_causal_effect,ecology,planetary_regeneration,Urban Repair Web,UrbanRep Commune 116,Urban Repair Web,UrbanRep Commune 116,77802500.057463,ecology:UrbanRep Commune 116->UrbanRep Commune 116,angle=3.297; difference=1.029; determination=2.173,"contribution time directed by truth-vector priority, not wage/price",2.76,1.940147,1.45609,1.82409,2.731638,3.84,4.0,3.435102,1.0287,2.173415,1.941465,3.297061
